hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr15:76580186-76585041	chr15:76287845-76292700	hsa_circ_0000639	hsa-ETFA_000003,hsa-ETFA_0020	hsa_circETFA_016	ASCRP3011837	ETFA	-	265	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:76580186-76588078	chr15:76287845-76295737	hsa_circ_0036408	NA	hsa_circETFA_006	ASCRP3000487	ETFA	NA	412	exonic	Intergenic	circrna_finder
chr15:76580186-76588078	chr15:76287845-76295737	hsa_circ_0036408	hsa-ETFA_0010	hsa_circETFA_006	ASCRP3000487	ETFA	-	412	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:76584771-76585041	chr15:76292430-76292700	hsa_circ_0036410	hsa-ETFA_000027	hsa_circETFA_015	ASCRP3004668	ETFA	NA	165	exonic	Intergenic	circrna_finder
chr15:76584771-76585041	chr15:76292430-76292700	hsa_circ_0036410	hsa-ETFA_000027,hsa-ETFA_0022	hsa_circETFA_015	ASCRP3004668	ETFA	-	165	exonic	NA	NA
chr15:76584771-76588078	chr15:76292430-76295737	hsa_circ_0003620	hsa-ETFA_000030	hsa_circETFA_005	ASCRP3007015	ETFA	NA	312	exonic	Intergenic	circrna_finder
chr15:76584771-76588078	chr15:76292430-76295737	hsa_circ_0003620	hsa-ETFA_000030,hsa-ETFA_0003	hsa_circETFA_005	ASCRP3007015	ETFA	-	312	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:76587931-76588078	chr15:76295590-76295737	hsa_circ_0036413	NA	hsa_circETFA_003	ASCRP3010037	ETFA	-	147	exonic	NA	NA
chr15:77046148-77067458	chr15:76753807-76775117	hsa_circ_0104596	hsa-SCAPER_000010	hsa_circSCAPER_012	ASCRP3013284	SCAPER	NA	1094	exonic	Intergenic	circrna_finder
chr15:77046148-77067458	chr15:76753807-76775117	hsa_circ_0104596	hsa-SCAPER_000010,hsa-SCAPER_0018	hsa_circSCAPER_012	ASCRP3013284	SCAPER	-	1094	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:77344726-77348597	chr15:77052384-77056255	hsa_circ_0000641	hsa-TSPAN3_000001,hsa-TSPAN3_0001	hsa_circTSPAN3_001	ASCRP3002124	TSPAN3	-	606	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:77425346-77426092	chr15:77133004-77133750	hsa_circ_0104611	hsa-PEAK1_000002,hsa-PEAK1_0002	hsa_circPEAK1_012	ASCRP3012026	PEAK1	-	746	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:77759436-77764156	chr15:77467094-77471814	hsa_circ_0036429	hsa-HMG20A_000017,hsa-HMG20A_0001	hsa_circHMG20A_006	ASCRP3004721	HMG20A	+	378	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:77759436-77764156	chr15:77467094-77471814	hsa_circ_0036429	hsa-HMG20A_000017	hsa_circHMG20A_006	ASCRP3004721	HMG20A	NA	378	exonic	Intergenic	circrna_finder
chr15:78398080-78398276	chr15:78105738-78105934	hsa_circ_0036444	hsa-CIB2_0001	hsa_circCIB2_005	ASCRP3008308	CIB2	-	196	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr15:78762873-78764266	chr15:78470531-78471924	hsa_circ_0036466	hsa-IREB2_0007	hsa_circIREB2_009	ASCRP3012854	IREB2	+	254	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:78762873-78764266	chr15:78470531-78471924	hsa_circ_0036466	NA	hsa_circIREB2_009	ASCRP3012854	IREB2	NA	254	exonic	Intergenic	circrna_finder
chr15:78837210-78838106	chr15:78544868-78545764	hsa_circ_0003590	hsa-PSMA4_000002,hsa-PSMA4_0002	hsa_circPSMA4_002	ASCRP3009337	PSMA4	+	220	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:78837210-78838106	chr15:78544868-78545764	hsa_circ_0003590	hsa-PSMA4_000002	hsa_circPSMA4_002	ASCRP3009337	PSMA4	NA	220	exonic	Intergenic	circrna_finder
chr15:78885433-78893729	chr15:78593091-78601387	hsa_circ_0104650	hsa-CHRNA3_0002	hsa_circCHRNA5_003	ASCRP3000480	CHRNA5	+	8296	sense overlapping	Intergenic	circrna_finder,find_circ
chr15:78885433-78893729	chr15:78593091-78601387	hsa_circ_0104650	NA	hsa_circCHRNA5_003	ASCRP3000480	CHRNA3,CHRNA5	NA	8296	sense overlapping	Exon,Intron	circrna_finder,ciri,find_circ
chr15:79083481-79090455	chr15:78791139-78798113	NA	NA	NA	ASCRP3006638	ADAMTS7	-	NA	exonic	NA	NA
chr15:80181434-80181696	chr15:79889092-79889354	NA	hsa-MTHFS_0001,hsa-ST20-MTHFS_000002	NA	ASCRP3005532	NA	-	NA	exonic	NA	NA
chr15:80352271-80415142	chr15:80059929-80122800	hsa_circ_0036506	NA	hsa_circZFAND6_001	ASCRP3004417	ZFAND6	+	657	exonic	NA	NA
chr15:80390757-80415142	chr15:80098415-80122800	hsa_circ_0000642	hsa-ZFAND6_000009,hsa-ZFAND6_0002	hsa_circZFAND6_007	ASCRP3010754	ZFAND6	+	544	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:80390757-80415142	chr15:80098415-80122800	hsa_circ_0000642	hsa-ZFAND6_000009	hsa_circZFAND6_007	ASCRP3010754	ZFAND6	NA	544	exonic	Intergenic	circrna_finder
chr15:80412669-80415142	chr15:80120327-80122800	hsa_circ_0000643	hsa-ZFAND6_000010,hsa-ZFAND6_0001	hsa_circZFAND6_008	ASCRP3010755	ZFAND6	+	381	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:80412669-80415142	chr15:80120327-80122800	hsa_circ_0000643	hsa-ZFAND6_000010	hsa_circZFAND6_008	ASCRP3010755	ZFAND6	NA	381	exonic	Intergenic	circrna_finder
chr15:80750269-80767564	chr15:80457928-80475223	hsa_circ_0007978	hsa-ARNT2_000004,hsa-ARNT2_0009	hsa_circARNT2_006	ASCRP3011198	ARNT2	+	476	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:80750269-80767564	chr15:80457928-80475223	hsa_circ_0007978	hsa-ARNT2_000004	hsa_circARNT2_006	ASCRP3011198	ARNT2	NA	476	exonic	Intergenic	circrna_finder
chr15:81195758-81195954	chr15:80903417-80903613	hsa_circ_0000644	NA	hsa_circKIAA1199_022	ASCRP3007200	KIAA1199	-	196	intronic	NA	NA
chr15:81199003-81201647	chr15:80906662-80909306	hsa_circ_0002970	hsa-CEMIP_0002	hsa_circKIAA1199_015	ASCRP3002612	CEMIP,KIAA1199	+	386	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:81199003-81201647	chr15:80906662-80909306	hsa_circ_0002970	NA	hsa_circKIAA1199_015	ASCRP3002612	AC027808.1,KIAA1199	NA	386	exonic	Intron	circrna_finder
chr15:81262802-81274523	chr15:80970461-80982182	hsa_circ_0005558	hsa-MESDC2_000005	hsa_circMESDC2_004	ASCRP3003827	MESDC2	NA	9249	intronic	Intergenic	circrna_finder
chr15:81262802-81274523	chr15:80970461-80982182	hsa_circ_0005558	hsa-MESDC2_000005,hsa-MESDC2_0002	hsa_circMESDC2_004	ASCRP3003827	MESD,MESDC2	-	9249	intronic	Exon,Intron	circrna_finder,ciri,find_circ
chr15:81271271-81274523	chr15:80978930-80982182	hsa_circ_0000645	hsa-MESDC2_000001	hsa_circMESDC2_002	ASCRP3011449	MESDC2	NA	780	exonic	Intergenic	circrna_finder
chr15:81271271-81274523	chr15:80978930-80982182	hsa_circ_0000645	hsa-MESDC2_000001,hsa-MESDC2_0001	hsa_circMESDC2_002	ASCRP3011449	MESD,MESDC2	-	780	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:81419930-81436161	chr15:81127589-81143820	hsa_circ_0104680	hsa-C15orf26_000004,hsa-CFAP161_0002	hsa_circC15orf26_002	ASCRP3002942	C15orf26,CFAP161	+	7376	exonic	Exon,Intron	circrna_finder,ciri,find_circ
chr15:82218013-82218366	chr15:81925672-81926025	hsa_circ_0104689	hsa-intergenic_004221	hsa_circTCONS_00023758_006	ASCRP3001054	XLOC_011550	NA	222	exonic	Intergenic	circrna_finder
chr15:82218013-82218366	chr15:81925672-81926025	hsa_circ_0104689	hsa-intergenic_000051,hsa-intergenic_004221	hsa_circTCONS_00023758_006	ASCRP3001054	AC104041.1,XLOC_011550	-	222	exonic	Exon,Intron	circrna_finder,ciri,find_circ
chr15:82821160-82824865	chr15:82536752-82540457	hsa_circ_0036566	NA	hsa_circ_chr15_00067	ASCRP3003211	NA	-	3705	exonic	NA	NA
chr15:82821160-82906047	chr15:82536752-26402	hsa_circ_0036567	NA	hsa_circLOC390660_001	ASCRP3013552	RPS17L	-	84887	exonic	NA	NA
chr15:83205503-83209208	chr15:82536752-82540457	hsa_circ_0036574	NA	hsa_circRPS17L_001	NA	RPS17L	-	485	NA	NA	NA
chr15:83627726-83628060	chr15:82958974-82959308	NA	hsa-HOMER2_0010	NA	ASCRP3007269	HOMER2	-	NA	intronic	NA	NA
chr15:83819966-83832827	chr15:83151214-83164075	hsa_circ_0000646	hsa-HDGFRP3_000011	hsa_circHDGFRP3_005	ASCRP3003569	NA	NA	522	exonic	Intergenic	circrna_finder
chr15:83819966-83832827	chr15:83151214-83164075	hsa_circ_0000646	hsa-HDGFRP3_000011,hsa-RP11-382A20_0001	hsa_circHDGFRP3_005	ASCRP3003569	HDGFL3	-	522	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85180577-85181708	chr15:84637346-84638477	hsa_circ_0036592	hsa-SCAND2P_0003	hsa_circSCAND2_001	ASCRP3003941	SCAND2,SCAND2P	+	156	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85180577-85181708	chr15:84637346-84638477	hsa_circ_0036592	NA	hsa_circSCAND2_001	ASCRP3003941	SCAND2	NA	156	exonic	Intergenic	circrna_finder
chr15:85180577-85184493	chr15:84637346-84641262	hsa_circ_0006899	hsa-SCAND2P_0001	hsa_circSCAND2_002	ASCRP3000860	SCAND2,SCAND2P	+	1911	sense overlapping	Exon,Intron	circrna_finder,ciri,find_circ
chr15:85180577-85184493	chr15:84637346-84641262	hsa_circ_0006899	NA	hsa_circSCAND2_002	ASCRP3000860	SCAND2	NA	1911	sense overlapping	Intergenic	circrna_finder
chr15:85223943-85234875	chr15:84680712-84691644	hsa_circ_0000647	hsa-SEC11A_000010	hsa_circSEC11A_003	ASCRP3009612	SEC11A	NA	380	exonic	Intergenic	circrna_finder
chr15:85223943-85234875	chr15:84680712-84691644	hsa_circ_0000647	hsa-SEC11A_000010,hsa-SEC11A_0002	hsa_circSEC11A_003	ASCRP3009612	SEC11A	-	380	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85230855-85234875	chr15:84687624-84691644	hsa_circ_0036599	hsa-SEC11A_000011	hsa_circSEC11A_002	ASCRP3008148	SEC11A	NA	260	exonic	Intergenic	circrna_finder
chr15:85230855-85234875	chr15:84687624-84691644	hsa_circ_0036599	hsa-SEC11A_000011,hsa-SEC11A_0001	hsa_circSEC11A_002	ASCRP3008148	SEC11A	-	260	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85607600-85610435	chr15:85064369-85067204	hsa_circ_0036610	hsa-PDE8A_000060,hsa-PDE8A_0002	hsa_circPDE8A_003	ASCRP3004036	PDE8A	+	248	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85607600-85610435	chr15:85064369-85067204	hsa_circ_0036610	hsa-PDE8A_000060	hsa_circPDE8A_003	ASCRP3004036	PDE8A	NA	248	exonic	Intergenic	circrna_finder
chr15:85607600-85626875	chr15:85064369-85083644	hsa_circ_0005053	hsa-PDE8A_000061,hsa-PDE8A_0001	hsa_circPDE8A_006	ASCRP3006432	PDE8A	+	449	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85607600-85626875	chr15:85064369-85083644	hsa_circ_0005053	hsa-PDE8A_000061	hsa_circPDE8A_006	ASCRP3006432	PDE8A	NA	449	exonic	Intergenic	circrna_finder
chr15:85610244-85610435	chr15:85067013-85067204	hsa_circ_0036617	hsa-PDE8A_0039	hsa_circPDE8A_013	ASCRP3006696	PDE8A	+	191	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85619092-85652361	chr15:85075861-85109130	NA	hsa-PDE8A_0020	NA	ASCRP3003460	PDE8A	+	NA	exonic	NA	NA
chr15:85656607-85669605	chr15:85113376-85126374	hsa_circ_0036627	hsa-PDE8A_000007,hsa-PDE8A_0005	hsa_circPDE8A_030	ASCRP3000558	PDE8A	+	1139	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85656607-85669605	chr15:85113376-85126374	hsa_circ_0036627	hsa-PDE8A_000007	hsa_circPDE8A_030	ASCRP3000558	PDE8A	NA	1139	exonic	Intergenic	circrna_finder
chr15:85657103-85658718	chr15:85113872-85115487	hsa_circ_0003856	hsa-PDE8A_000010,hsa-PDE8A_0034	hsa_circPDE8A_031	ASCRP3011243	PDE8A	+	214	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85657103-85658718	chr15:85113872-85115487	hsa_circ_0003856	hsa-PDE8A_000010	hsa_circPDE8A_031	ASCRP3011243	PDE8A	NA	214	exonic	Intergenic	circrna_finder
chr15:85657103-85661070	chr15:85113872-85117839	hsa_circ_0005889	hsa-PDE8A_000006,hsa-PDE8A_0015	hsa_circPDE8A_033	ASCRP3006563	PDE8A	+	549	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85657103-85661070	chr15:85113872-85117839	hsa_circ_0005889	hsa-PDE8A_000006	hsa_circPDE8A_033	ASCRP3006563	PDE8A	NA	549	exonic	Intergenic	circrna_finder
chr15:85657103-85664245	chr15:85113872-85121014	hsa_circ_0036629	hsa-PDE8A_000001,hsa-PDE8A_0033	hsa_circPDE8A_034	ASCRP3000048	PDE8A	+	767	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:85657103-85664245	chr15:85113872-85121014	hsa_circ_0036629	hsa-PDE8A_000001	hsa_circPDE8A_034	ASCRP3000048	PDE8A	NA	767	exonic	Intergenic	circrna_finder
chr15:86118361-86129054	chr15:85575130-85585823	hsa_circ_0104792	hsa-AKAP13_000019,hsa-AKAP13_0013	hsa_circAKAP13_013	ASCRP3007910	AKAP13	+	3499	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:86118361-86129054	chr15:85575130-85585823	hsa_circ_0104792	hsa-AKAP13_000019	hsa_circAKAP13_013	ASCRP3007910	AKAP13	NA	3499	exonic	Intergenic	circrna_finder
chr15:86335196-86335470	chr15:85791965-85792239	hsa_circ_0000648	NA	hsa_circKLHL25_001	ASCRP3009535	KLHL25	-	274	intronic	NA	NA
chr15:88726648-88727530	chr15:88183417-88184299	hsa_circ_0036667	hsa-NTRK3_0013	hsa_circNTRK3_004	ASCRP3004837	NTRK3	-	147	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:89054662-89071017	chr15:88511431-88527786	NA	hsa-DET1_0006	NA	ASCRP3010454	DET1	-	NA	sense overlapping	NA	NA
chr15:89656955-89659752	chr15:89113724-89116521	hsa_circ_0007099	hsa-ABHD2_000028,hsa-ABHD2_0002	hsa_circABHD2_007	ASCRP3011187	ABHD2	+	300	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:89656955-89659752	chr15:89113724-89116521	hsa_circ_0007099	hsa-ABHD2_000028	hsa_circABHD2_007	ASCRP3011187	ABHD2	NA	300	exonic	Intergenic	circrna_finder
chr15:89656955-89698765	chr15:89113724-89155534	hsa_circ_0036683	hsa-ABHD2_000001,hsa-ABHD2_0008	hsa_circABHD2_008	ASCRP3012929	ABHD2	+	644	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:89656955-89698765	chr15:89113724-89155534	hsa_circ_0036683	hsa-ABHD2_000001	hsa_circABHD2_008	ASCRP3012929	ABHD2	NA	644	exonic	Intergenic	circrna_finder
chr15:89698597-89698765	chr15:89155366-89155534	hsa_circ_0036688	hsa-ABHD2_000027,hsa-ABHD2_0019	hsa_circABHD2_016	ASCRP3012928	ABHD2	+	168	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:89801934-89817535	chr15:89258703-89274304	NA	NA	NA	ASCRP3011778	FANCI	+	NA	exonic	NA	NA
chr15:89856134-89857938	chr15:89312903-89314707	hsa_circ_0008843	hsa-FANCI_000003,hsa-FANCI_0005	hsa_circFANCI_027	ASCRP3007649	FANCI	+	165	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90192545-90193035	chr15:89649314-89649804	hsa_circ_0000649	NA	hsa_circKIF7_001	ASCRP3004462	KIF7	+	490	antisense	NA	NA
chr15:90414706-90432372	chr15:89871474-89889140	hsa_circ_0009156	hsa-C15orf38-AP3S2_000011	hsa_circAP3S2_001	ASCRP3011009	AP3S2	NA	395	exonic	Intergenic	circrna_finder
chr15:90414706-90432372	chr15:89871474-89889140	hsa_circ_0009156	hsa-C15orf38-AP3S2_000011,hsa-C15orf38-AP3S2_0002	hsa_circAP3S2_001	ASCRP3011009	AP3S2	-	395	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90431752-90432372	chr15:89888520-89889140	hsa_circ_0002080	hsa-C15orf38-AP3S2_000010	hsa_circC15orf38-AP3S2_003	ASCRP3008760	C15orf38-AP3S2	NA	204	exonic	Intergenic	circrna_finder
chr15:90431752-90432372	chr15:89888520-89889140	hsa_circ_0002080	hsa-C15orf38-AP3S2_000010,hsa-C15orf38-AP3S2_0001	hsa_circC15orf38-AP3S2_003	ASCRP3008760	AP3S2,C15orf38-AP3S2	-	204	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90446447-90454051	chr15:89903215-89910819	hsa_circ_0036750	hsa-C15orf38-AP3S2_000001	hsa_circC15orf38-AP3S2_002	ASCRP3001885	C15orf38	NA	580	exonic	Intergenic	circrna_finder
chr15:90446447-90454051	chr15:89903215-89910819	hsa_circ_0036750	hsa-C15orf38-AP3S2_000001,hsa-C15orf38-AP3S2_0004	hsa_circC15orf38-AP3S2_002	ASCRP3001885	ARPIN-AP3S2,C15orf38	-	580	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90451511-90454051	chr15:89908279-89910819	hsa_circ_0036751	hsa-C15orf38-AP3S2_000008	hsa_circC15orf38-AP3S2_001	ASCRP3006165	C15orf38-AP3S2	NA	209	exonic	Intergenic	circrna_finder
chr15:90451511-90454051	chr15:89908279-89910819	hsa_circ_0036751	hsa-C15orf38-AP3S2_000008,hsa-C15orf38-AP3S2_0005	hsa_circC15orf38-AP3S2_001	ASCRP3006165	ARPIN-AP3S2,C15orf38-AP3S2	-	209	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90610341-90611827	chr15:90067109-90068595	hsa_circ_0004867	hsa-ZNF710_000001,hsa-ZNF710_0001	hsa_circZNF710_003	ASCRP3010358	ZNF710	+	1486	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90610341-90611827	chr15:90067109-90068595	hsa_circ_0004867	hsa-ZNF710_000001	hsa_circZNF710_003	ASCRP3010358	ZNF710	NA	1486	exonic	Intergenic	circrna_finder
chr15:90760670-90763123	chr15:90217438-90219891	hsa_circ_0036763	hsa-SEMA4B_000002,hsa-SEMA4B_0003	hsa_circSEMA4B_004	ASCRP3004798	SEMA4B	+	326	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90760670-90763123	chr15:90217438-90219891	hsa_circ_0036763	hsa-SEMA4B_000002	hsa_circSEMA4B_004	ASCRP3004798	SEMA4B	NA	326	exonic	Intergenic	circrna_finder
chr15:90760670-90764712	chr15:90217438-90221480	hsa_circ_0036765	hsa-SEMA4B_0015	hsa_circSEMA4B_006	ASCRP3003592	SEMA4B	+	552	exonic	Exon,Intron	circexplorer2,circrna_finder
chr15:90760670-90764997	chr15:90217438-90221765	hsa_circ_0000650	hsa-SEMA4B_000005,hsa-SEMA4B_0001	hsa_circSEMA4B_007	ASCRP3004664	SEMA4B	+	704	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90760670-90764997	chr15:90217438-90221765	hsa_circ_0000650	hsa-SEMA4B_000005	hsa_circSEMA4B_007	ASCRP3004664	SEMA4B	NA	704	exonic	Intergenic	circrna_finder
chr15:90760670-90768629	chr15:90217438-90225397	hsa_circ_0036766	NA	hsa_circSEMA4B_008	ASCRP3003919	SEMA4B	+	1364	exonic	NA	NA
chr15:90763024-90764997	chr15:90219792-90221765	hsa_circ_0036768	hsa-SEMA4B_000001,hsa-SEMA4B_0002	hsa_circSEMA4B_010	ASCRP3003308	SEMA4B	+	477	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90763024-90764997	chr15:90219792-90221765	hsa_circ_0036768	hsa-SEMA4B_000001	hsa_circSEMA4B_010	ASCRP3003308	SEMA4B	NA	477	exonic	Intergenic	circrna_finder
chr15:90796480-90815443	chr15:90253248-90272211	hsa_circ_0036782	NA	hsa_circTTLL13_001	ASCRP3010500	TTLL13	+	14338	exonic	NA	NA
chr15:90800369-90815443	chr15:90257137-90272211	hsa_circ_0036783	NA	hsa_circTTLL13_002	ASCRP3000705	TTLL13	+	13931	exonic	NA	NA
chr15:90969341-91045475	chr15:90426109-90502243	hsa_circ_0036795	NA	hsa_circIQGAP1_008	ASCRP3011668	IQGAP1	+	6954	exonic	NA	NA
chr15:90982563-90986710	chr15:90439331-90443478	hsa_circ_0000651	hsa-IQGAP1_000001,hsa-IQGAP1_0009	hsa_circIQGAP1_015	ASCRP3000247	IQGAP1	+	446	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:90982563-90986710	chr15:90439331-90443478	hsa_circ_0000651	hsa-IQGAP1_000001	hsa_circIQGAP1_015	ASCRP3000247	IQGAP1	NA	446	exonic	Intergenic	circrna_finder
chr15:91030185-91035943	chr15:90486953-90492711	hsa_circ_0007201	hsa-IQGAP1_000004,hsa-IQGAP1_0011	hsa_circIQGAP1_071	ASCRP3010905	IQGAP1	+	604	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:91030185-91035943	chr15:90486953-90492711	hsa_circ_0007201	hsa-IQGAP1_000004	hsa_circIQGAP1_071	ASCRP3010905	IQGAP1	NA	604	exonic	Intergenic	circrna_finder
chr15:91491883-91497323	chr15:90948653-90954093	hsa_circ_0036906	NA	hsa_circUNC45A_018	ASCRP3003699	UNC45A	+	1475	exonic	NA	NA
chr15:91522387-91525211	chr15:90979157-90981981	NA	hsa-PRC1_0001	NA	ASCRP3012843	PRC1	-	NA	exonic	NA	NA
chr15:91542906-91543205	chr15:90999676-90999975	hsa_circ_0005529	hsa-VPS33B_000003	hsa_circVPS33B_018	ASCRP3013265	VPS33B	NA	193	exonic	Intergenic	circrna_finder
chr15:91542906-91543205	chr15:90999676-90999975	hsa_circ_0005529	hsa-VPS33B_000003,hsa-VPS33B_0004	hsa_circVPS33B_018	ASCRP3013265	AC068831.6,VPS33B	-	193	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:91553030-91557663	chr15:91009800-91014433	hsa_circ_0036941	hsa-VPS33B_0006	hsa_circVPS33B_006	ASCRP3009383	AC068831.6,VPS33B	-	164	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:92459222-92459688	chr15:91915992-91916458	hsa_circ_0003252	hsa-SLCO3A1_0005	hsa_circSLCO3A1_004	ASCRP3007623	SLCO3A1	+	466	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:92459222-92459688	chr15:91915992-91916458	hsa_circ_0003252	NA	hsa_circSLCO3A1_004	ASCRP3007623	SLCO3A1	NA	466	exonic	Intergenic	circrna_finder
chr15:93428744-93435302	chr15:92885514-92892072	hsa_circ_0104914	hsa-CHD2_000053,hsa-RP11-437B10_0018	hsa_circLOC100507217_001	ASCRP3005397	CHASERR,LOC100507217	+	225	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:93428744-93435302	chr15:92885514-92892072	hsa_circ_0104914	hsa-CHD2_000053	hsa_circLOC100507217_001	ASCRP3005397	LOC100507217	NA	225	exonic	Intergenic	circrna_finder
chr15:93467550-93472321	chr15:92924320-92929091	hsa_circ_0007262	hsa-CHD2_000014,hsa-RP11-437B10_0001	hsa_circCHD2_005	ASCRP3004918	AC013394.1,CHD2	+	381	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:93467550-93472321	chr15:92924320-92929091	hsa_circ_0007262	hsa-CHD2_000014	hsa_circCHD2_005	ASCRP3004918	CHD2	NA	381	exonic	Intergenic	circrna_finder
chr15:93480747-93482948	chr15:92937517-92939718	hsa_circ_0000654	hsa-CHD2_000050,hsa-RP11-437B10_0002	hsa_circCHD2_018	ASCRP3000012	AC013394.1,CHD2	+	249	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:93480747-93482948	chr15:92937517-92939718	hsa_circ_0000654	hsa-CHD2_000050	hsa_circCHD2_018	ASCRP3000012	CHD2	NA	249	exonic	Intergenic	circrna_finder
chr15:93543741-93558139	chr15:93000511-93014909	hsa_circ_0037002	hsa-CHD2_000040,hsa-CHD2_0085	hsa_circCHD2_068	ASCRP3006963	CHD2	+	898	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:93543741-93558139	chr15:93000511-93014909	hsa_circ_0037002	hsa-CHD2_000040	hsa_circCHD2_068	ASCRP3006963	CHD2	NA	898	exonic	Intergenic	circrna_finder
chr15:93557925-93558139	chr15:93014695-93014909	hsa_circ_0037007	hsa-CHD2_000062,hsa-CHD2_0034	hsa_circCHD2_076	ASCRP3006962	CHD2	+	214	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:93557925-93558139	chr15:93014695-93014909	hsa_circ_0037007	hsa-CHD2_000062	hsa_circCHD2_076	ASCRP3006962	CHD2	NA	214	exonic	Intergenic	circrna_finder
chr15:94841429-94858866	chr15:94298200-94315637	NA	hsa-MCTP2_000032,hsa-MCTP2_0022	NA	ASCRP3008557	NA	+	NA	exonic	NA	NA
chr15:94899365-94945248	chr15:94356136-94402019	hsa_circ_0000660	hsa-MCTP2_000036,hsa-MCTP2_0001	hsa_circMCTP2_005	ASCRP3004475	MCTP2	+	1080	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:94899365-94945248	chr15:94356136-94402019	hsa_circ_0000660	hsa-MCTP2_000036	hsa_circMCTP2_005	ASCRP3004475	MCTP2	NA	1080	exonic	Intergenic	circrna_finder
chr15:94983404-95001475	chr15:94440175-94458246	hsa_circ_0003333	hsa-MCTP2_000031,hsa-MCTP2_0011	hsa_circMCTP2_008	ASCRP3001473	MCTP2	+	275	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr15:94983404-95001475	chr15:94440175-94458246	hsa_circ_0003333	hsa-MCTP2_000031	hsa_circMCTP2_008	ASCRP3001473	MCTP2	NA	275	exonic	Intergenic	circrna_finder
