circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_CNOT2_0001600	chr12:70671911-70713144|+	chr12:70278131-70319364|+	"hsa_circ_0027545	hsa_circCNOT2_006	hsa-CNOT2_0008"			Exon-Exon	333	hg19	ENSG00000111596.7	CNOT2	ENST00000550160.1	protein_coding					
hsa_ZFC3H1_0016600	chr12:72051305-72054207|-	chr12:71657525-71660427|-	"hsa_circ_0006910	hsa_circZFC3H1_003	hsa-ZFC3H1_0057"	1.0	72051305-72054207	Intron-Intron	2902	hg19	ENSG00000133858.11	ZFC3H1	ENST00000378743.3	protein_coding					
hsa_ZFC3H1_0016800	chr12:72051328-72054207|-	chr12:71657548-71660427|-	"hsa_circ_0099175	hsa_circZFC3H1_002	hsa-ZFC3H1_0059"	1.0	72051328-72054207	Intron-Intron	2879	hg19	ENSG00000133858.11	ZFC3H1	ENST00000378743.3	protein_coding					
hsa_CD163L1_0003000	chr12:7556130-7586290|-	chr12:7403534-7433694|-	"hsa_circ_0025349	hsa_circCD163L1_004	hsa-CD163L1_0001"	4.0	"7556130-7556451	7559127-7559448	7585011-7585332	7585969-7586290"	Exon-Exon	1284	hg19	ENSG00000177675.4	CD163L1	ENST00000313599.3	protein_coding					
hsa_FGD6_0009200	chr12:95602618-95605043|-	chr12:95208842-95211267|-	"hsa_circ_0099549	hsa_circFGD6_001	hsa-FGD6_0008"	1.0	95602618-95605043	Exon-Exon	2425	hg19	ENSG00000180263.9	FGD6	ENST00000343958.4	protein_coding					
hsa_PCCA_0008700	chr13:100861585-100925600|+	chr13:100209331-100273346|+	"hsa_circ_0099725	hsa_circPCCA_015	hsa-PCCA_0017"	6.0	"100861585-100861717	100888095-100888132	100909848-100909927	100914982-100915085	100920942-100921037	100925449-100925600"	Exon-Exon	597	hg19	ENSG00000175198.10	PCCA	ENST00000376285.1	protein_coding					
hsa_PCCA_0019600	chr13:100953713-100992513|+	chr13:100301459-100340259|+	"hsa_circ_0030763	hsa_circPCCA_040	hsa-PCCA_0005"	6.0	"100953713-100953857	100955177-100955252	100959445-100959514	100962086-100962162	100982814-100982925	100992410-100992513"	Exon-Exon	578	hg19	ENSG00000175198.10	PCCA	ENST00000376285.1	protein_coding					
hsa_TPP2_0006600	chr13:103279361-103282545|+	chr13:102627011-102630195|+	hsa-TPP2_0156			Exon-Exon	460	hg19	ENSG00000134900.7	TPP2	ENST00000376052.3	protein_coding					
hsa_TPP2_0006300	chr13:103279361-103309557|+	chr13:102627011-102657207|+	"hsa_circ_0099783	hsa_circTPP2_019	hsa-TPP2_0033"	19.0	"103279361-103279516	103280197-103280274	103281831-103281959	103282445-103282545	103286299-103286448	103287936-103288052	103288573-103288742	103289431-103289589	103290588-103290665	103292619-103292726	103295571-103295726	103296906-103297023	103297258-103297359	103298643-103298740	103299556-103299694	103301256-103301501	103301757-103301836	103303708-103303747	103309405-103309557"	Exon-Exon	2359	hg19	ENSG00000134900.7	TPP2	ENST00000376052.3	protein_coding					
hsa_CARS2_0003400	chr13:111315797-111329450|-	chr13:110663450-110677103|-	hsa-CARS2_0053			Exon-Exon	332	hg19	ENSG00000134905.12	CARS2	ENST00000257347.4	protein_coding					
hsa_ARHGEF7_0002600	chr13:111857635-111885640|+	chr13:111205288-111233293|+	"hsa_circ_0030914	hsa_circARHGEF7_007	hsa-ARHGEF7_0002"	4.0	"111857635-111857720	111862218-111862349	111870025-111870227	111885551-111885640"	Exon-Exon	507	hg19	ENSG00000102606.13	ARHGEF7	ENST00000218789.5	protein_coding					
hsa_ARHGEF7_0005100	chr13:111870025-111896641|+	chr13:111217678-111244294|+	"hsa_circ_0009141	hsa_circARHGEF7_019	hsa-ARHGEF7_0016"	4.0	"111870025-111870227	111885551-111885640	111896218-111896313	111896545-111896641"	Exon-Exon	482	hg19	ENSG00000102606.13	ARHGEF7	ENST00000218789.5	protein_coding					
hsa_TMCO3_0000900	chr13:114149816-114157903|+	chr13:113495501-113503588|+	"hsa_circ_0031016	hsa_circTMCO3_005	hsa-TMCO3_0012"	5.0	"114149816-114150340	114152656-114152836	114154272-114154464	114156066-114156195	114157810-114157903"	Exon-Exon	1118	hg19	ENSG00000150403.13	TMCO3	ENST00000375391.1	protein_coding					
hsa_ZMYM5_0001000	chr13:20399059-20409829|-	chr13:19824919-19835689|-	"hsa_circ_0099968	hsa_circZMYM5_009	hsa-ZMYM5_0005"	2.0	"20399059-20399375	20409616-20409829"	Exon-Exon	529	hg19	ENSG00000132950.14	ZMYM5	ENST00000502168.2	protein_coding					
hsa_ZMYM2_0008000	chr13:20576989-20580726|+	chr13:20002849-20006586|+	"hsa_circ_0005966	hsa_circZMYM2_013	hsa-ZMYM2_0008"	3.0	"20576989-20577275	20579213-20579379	20580513-20580726"	Exon-Exon	665	hg19	ENSG00000121741.12	ZMYM2	ENST00000382881.3	protein_coding					
hsa_ZMYM2_0016200	chr13:20625572-20641530|+	chr13:20051432-20067390|+	"hsa_circ_0029633	hsa_circZMYM2_031	hsa-ZMYM2_0022"	9.0	"20625572-20625738	20626416-20626451	20632714-20632844	20633586-20633702	20635192-20635364	20636985-20637111	20638590-20638685	20640990-20641159	20641378-20641530"	Exon-Exon	1161	hg19	ENSG00000121741.12	ZMYM2	ENST00000382874.2	protein_coding					
hsa_LATS2_0002600	chr13:21619823-21620369|-	chr13:21045684-21046230|-	"hsa_circ_0029693	hsa_circLATS2_003	hsa-LATS2_0003"	1.0	21619823-21620369	Exon-Exon	546	hg19	ENSG00000150457.7	LATS2	ENST00000382592.4	protein_coding					
hsa_SKA3_0002200	chr13:21742126-21742538|-	chr13:21167987-21168399|-	"hsa_circ_0000467	hsa_circSKA3_005	hsa-SKA3_0001"	1.0	21742126-21742538	Exon-Exon	412	hg19	ENSG00000165480.11	SKA3	ENST00000314759.5	protein_coding					
hsa_CENPJ_0002500	chr13:25478063-25487229|-	chr13:24903925-24913091|-	"hsa_circ_0029775	hsa_circCENPJ_001	hsa-CENPJ_0001"	7.0	"25478063-25478196	25479483-25481098	25481228-25481331	25482155-25482264	25483927-25484224	25486083-25486207	25486719-25487229"	Exon-Exon	2891	hg19	ENSG00000151849.10	CENPJ	ENST00000381884.4	protein_coding					
hsa_SLC7A1_0003300	chr13:30104674-30110339|-	chr13:29530537-29536202|-	"hsa_circ_0006290	hsa_circSLC7A1_009	hsa-SLC7A1_0001"	3.0	"30104674-30104849	30106960-30107119	30109955-30110339"	Exon-Exon	718	hg19	ENSG00000139514.8	SLC7A1	ENST00000380752.5	protein_coding					
hsa_KATNAL1_0003700	chr13:30801548-30815223|-	chr13:30227411-30241086|-	"hsa_circ_0003587	hsa_circKATNAL1_023	hsa-KATNAL1_0010"	5.0	"30801548-30801683	30804604-30804731	30805450-30805609	30814596-30814702	30815095-30815223"	Exon-Exon	655	hg19	ENSG00000102781.9	KATNAL1	ENST00000380615.3	protein_coding					
hsa_KATNAL1_0004000	chr13:30801548-30857928|-	chr13:30227411-30283791|-	"hsa_circ_0008068	hsa_circKATNAL1_011	hsa-KATNAL1_0005"	8.0	"30801548-30801683	30804604-30804731	30805450-30805609	30814596-30814702	30815095-30815223	30829583-30829752	30854199-30854360	30857752-30857928"	Exon-Exon	1161	hg19	ENSG00000102781.9	KATNAL1	ENST00000380615.3	protein_coding					
hsa_N4BP2L2_0011800	chr13:33091993-33101669|-	chr13:32517856-32527532|-	"hsa_circ_0000471	hsa_circN4BP2L2_008	hsa-N4BP2L2_0001"	4.0	"33091993-33092140	33095509-33095586	33096318-33096407	33101594-33101669"	Exon-Exon	388	hg19	ENSG00000244754.4	N4BP2L2	ENST00000504114.1	protein_coding					
hsa_N4BP2L2_0014800	chr13:33109905-33111164|-	chr13:32535768-32537027|-	"hsa_circ_0100273	hsa_circN4BP2L2_002	hsa-N4BP2L2_0008"	1.0	33109905-33111164	Exon-Exon	1259	hg19	ENSG00000244754.4	N4BP2L2	ENST00000446957.2	protein_coding					
hsa_SUPT20H_0008100	chr13:37614541-37625720|-	chr13:37040404-37051583|-	"hsa_circ_0000475	hsa_circFAM48A_002	hsa-SUPT20H_0014"	8.0	"37614541-37614595	37614712-37614829	37618214-37618318	37619383-37619513	37621671-37621738	37622014-37622073	37622700-37622736	37625624-37625720"	Exon-Exon	663	hg19	ENSG00000102710.15	SUPT20H	ENST00000497318.1	protein_coding					
hsa_NAA16_0002400	chr13:41892941-41910892|+	chr13:41318805-41336756|+	"hsa_circ_0030069	hsa_circNAA16_012	hsa-NAA16_0001"	7.0	"41892941-41893046	41894802-41894960	41897191-41897326	41899833-41899987	41902859-41902979	41905409-41905505	41910785-41910892"	Exon-Exon	875	hg19	ENSG00000172766.14	NAA16	ENST00000379406.3	protein_coding					
hsa_VWA8_0026500	chr13:42385360-42393522|-	chr13:41811224-41819386|-	"hsa_circ_0004711	hsa_circKIAA0564_040	hsa-VWA8_0013"	3.0	"42385360-42385476	42390833-42390911	42393353-42393522"	Exon-Exon	363	hg19	ENSG00000102763.11	VWA8	ENST00000379310.3	protein_coding					
hsa_ZC3H13_0009700	chr13:46577273-46619648|-	chr13:46003138-46045513|-	"hsa_circ_0100604	hsa_circZC3H13_012	hsa-ZC3H13_0019"	7.0	"46577273-46577471	46584482-46584640	46585549-46585689	46594583-46594692	46616298-46616410	46619089-46619199	46619525-46619648"	Exon-Exon	950	hg19	ENSG00000123200.12	ZC3H13	ENST00000242848.4	protein_coding					
hsa_FNDC3A_0016900	chr13:49771012-49772710|+	chr13:49196876-49198574|+	"hsa_circ_0005263	hsa_circFNDC3A_029	hsa-FNDC3A_0021"	4.0	"49771012-49771126	49771860-49772010	49772117-49772401	49772497-49772710"	Exon-Exon	761	hg19	ENSG00000102531.12	FNDC3A	ENST00000492622.2	protein_coding					
hsa_DIAPH3_0006000	chr13:60348322-60385057|-	chr13:59774188-59810923|-	"hsa_circ_0004878	hsa_circDIAPH3_017	hsa-DIAPH3_0028"	3.0	"60348322-60348382	60348861-60348957	60384921-60385057"	Exon-Exon	292	hg19	ENSG00000139734.13	DIAPH3	ENST00000400324.4	protein_coding					
hsa_DIAPH3_0007300	chr13:60384921-60413582|-	chr13:59810787-59839448|-	hsa-DIAPH3_0001			Exon-Exon	426	hg19	ENSG00000139734.13	DIAPH3	ENST00000400324.4	protein_coding					
hsa_UCHL3_0000800	chr13:76134888-76143643|+	chr13:75560752-75569507|+	"hsa_circ_0000494	hsa_circUCHL3_002	hsa-RP11-29G8_0001"	4.0	"76134888-76135017	76140830-76140987	76141362-76141448	76143595-76143643"	Exon-Exon	420	hg19	ENSG00000118939.13	UCHL3	ENST00000377595.3	protein_coding					
hsa_MYCBP2_0043800	chr13:77791974-77818086|-	chr13:77217839-77243951|-	"hsa_circ_0004217	hsa_circMYCBP2_036	hsa-MYCBP2_0067"	6.0	"77791974-77792092	77798585-77798667	77799569-77799689	77807290-77807398	77817193-77817295	77817940-77818086"	Exon-Exon	676	hg19	ENSG00000005810.13	MYCBP2	ENST00000357337.6	protein_coding					
hsa_ABCC4_0001700	chr13:95686858-95715113|-	chr13:95034604-95062859|-	"hsa_circ_0008463	hsa_circABCC4_054	hsa-ABCC4_0003"	5.0	"95686858-95686993	95695935-95696041	95696519-95696692	95705348-95705438	95714957-95715113"	Exon-Exon	660	hg19	ENSG00000125257.9	ABCC4	ENST00000376887.4	protein_coding					
hsa_ABCC4_0016800	chr13:95768175-95840796|-	chr13:95115921-95188542|-	"hsa_circ_0030582	hsa_circABCC4_028	hsa-ABCC4_0028"	11.0	"95768175-95768255	95813442-95813589	95815375-95815470	95815863-95815901	95816631-95816772	95818411-95818621	95822785-95822882	95829960-95830047	95830250-95830345	95838954-95839146	95840706-95840796"	Exon-Exon	1272	hg19	ENSG00000125257.9	ABCC4	ENST00000376887.4	protein_coding					
hsa_ABCC4_0025300	chr13:95829960-95840796|-	chr13:95177706-95188542|-	"hsa_circ_0006871	hsa_circABCC4_025	hsa-ABCC4_0013"	4.0	"95829960-95830047	95830250-95830345	95838954-95839146	95840706-95840796"	Exon-Exon	464	hg19	ENSG00000125257.9	ABCC4	ENST00000376887.4	protein_coding					
hsa_UGGT2_0001700	chr13:96485180-96489456|-	chr13:95832926-95837202|-	"hsa_circ_0008274	hsa_circUGGT2_065	hsa-UGGT2_0007"	2.0	"96485180-96485307	96489339-96489456"	Exon-Exon	244	hg19	ENSG00000102595.14	UGGT2	ENST00000376747.3	protein_coding					
hsa_AL132709.5_0008300	chr14:101403739-101415933|+	chr14:100937402-100949596|+	"hsa_circ_0003265	hsa_circSNORD113-5_004	hsa-SNHG23_0006"			Exon-Intergenic	2974	hg19	ENSG00000225746.4	AL132709.5	ENST00000556720.1	lincRNA					
hsa_WDR20_0003300	chr14:102661274-102676199|+	chr14:102194937-102209862|+	"hsa_circ_0002553	hsa_circWDR20_007	hsa-WDR20_0001"	2.0	"102661274-102661457	102674939-102676199"	Exon-Exon	1443	hg19	ENSG00000140153.13	WDR20	ENST00000335263.5	protein_coding					
hsa_PPP1R13B_0006900	chr14:104245081-104263855|-	chr14:103778744-103797518|-	"hsa_circ_0005791	hsa_circPPP1R13B_002	hsa-PPP1R13B_0001"	3.0	"104245081-104245158	104251131-104251251	104263707-104263855"	Exon-Exon	345	hg19	ENSG00000088808.12	PPP1R13B	ENST00000555734.1	protein_coding					
hsa_CHD8_0005900	chr14:21870115-21871822|-	chr14:21401956-21403663|-	"hsa_circ_0031191	hsa_circCHD8_019	hsa-CHD8_0016"	4.0	"21870115-21870295	21870494-21870662	21871175-21871371	21871611-21871822"	Exon-Exon	755	hg19	ENSG00000100888.8	CHD8	ENST00000557364.1	protein_coding					
hsa_RBM23_0005500	chr14:23378691-23380612|-	chr14:22909482-22911403|-	"hsa_circ_0000524	hsa_circRBM23_004	hsa-RBM23_0007"	2.0	"23378691-23378804	23380536-23380612"	Exon-Exon	189	hg19	ENSG00000100461.13	RBM23	ENST00000554618.1	protein_coding					
hsa_HECTD1_0021100	chr14:31596990-31641328|-	chr14:31127784-31172122|-	"hsa_circ_0031482	hsa_circHECTD1_018	hsa-HECTD1_0017"	20.0	"31596990-31597212	31597817-31598654	31602443-31602620	31602714-31602881	31604077-31604401	31604681-31604821	31605736-31605871	31609097-31609203	31611063-31611158	31613316-31613463	31614012-31614147	31617926-31618003	31618102-31618366	31619204-31619427	31626045-31626216	31626370-31626509	31637503-31637678	31638559-31638674	31641066-31641165	31641251-31641328"	Exon-Exon	3825	hg19	ENSG00000092148.8	HECTD1	ENST00000399332.1	protein_coding					
hsa_ARHGAP5_0000800	chr14:32559707-32586493|+	chr14:32090501-32117287|+	"hsa_circ_0031584	hsa_circARHGAP5_004	hsa-ARHGAP5_0004"	2.0	"32559707-32563592	32586345-32586493"	Exon-Exon	4033	hg19	ENSG00000100852.8	ARHGAP5	ENST00000345122.3	protein_coding					
hsa_BAZ1A_0010800	chr14:35269429-35272194|-	chr14:34800223-34802988|-	"hsa_circ_0101710	hsa_circBAZ1A_030	hsa-BAZ1A_0014"	3.0	"35269429-35269596	35270299-35270399	35272059-35272194"	Exon-Exon	402	hg19	ENSG00000198604.6	BAZ1A	ENST00000360310.1	protein_coding					
hsa_SLC25A21_0000800	chr14:37180522-37206996|-	chr14:36711317-36737791|-	hsa-SLC25A21_0008			Intron-Exon-Intron	3618	hg19	ENSG00000183032.6	SLC25A21	ENST00000555449.1	protein_coding					
hsa_MIPOL1_0010400	chr14:37751481-37777724|+	chr14:37282276-37308519|+	hsa-MIPOL1_0040			Intron-Exon-Intron	3376	hg19	ENSG00000151338.14	MIPOL1	ENST00000536774.1	protein_coding					
hsa_RP11-407N17.3_0007000	chr14:39782543-39796226|+	chr14:39313339-39327022|+	"hsa_circ_0031749	hsa_circCTAGE5_012	hsa-RP11-407N17_0016"	7.0	"39782543-39782645	39783942-39784003	39784886-39784922	39787147-39787215	39788412-39788495	39790131-39790260	39796067-39796226"	Exon-Exon	638	hg19	ENSG00000258941.2	RP11-407N17.3	ENST00000553728.1	protein_coding					
hsa_PRPF39_0000100	chr14:45564423-45566208|+	chr14:45095220-45097005|+	"hsa_circ_0000532	hsa_circPRPF39_001	hsa-PRPF39_0003"	3.0	"45564423-45564766	45565305-45565431	45566089-45566208"	Exon-Exon	588	hg19	ENSG00000185246.13	PRPF39	ENST00000355765.6	protein_coding					
hsa_FKBP3_0000900	chr14:45587230-45599993|-	chr14:45118027-45130790|-	"hsa_circ_0101874	hsa_circFKBP3_003	hsa-FKBP3_0002"	5.0	"45587230-45587328	45590089-45590157	45590687-45590823	45598996-45599104	45599901-45599993"	Exon-Exon	502	hg19	ENSG00000100442.6	FKBP3	ENST00000216330.3	protein_coding					
hsa_MIS18BP1_0010600	chr14:45715945-45716580|-	chr14:45246742-45247377|-	"hsa_circ_0101893	hsa_circMIS18BP1_001	hsa-MIS18BP1_0008"	1.0	45715945-45716580	Exon-Exon	635	hg19	ENSG00000129534.9	MIS18BP1	ENST00000310806.4	protein_coding					
hsa_PYGL_0000400	chr14:51374988-51387785|-	chr14:50908270-50921067|-	"hsa_circ_0031884	hsa_circPYGL_005	hsa-PYGL_0004"	14.0	"51374988-51375055	51375538-51375673	51376612-51376820	51378447-51378589	51378695-51378754	51378873-51379021	51379746-51379848	51381418-51381533	51382053-51382217	51382542-51382689	51383359-51383452	51383679-51383823	51387258-51387341	51387673-51387785"	Exon-Exon	1719	hg19	ENSG00000100504.12	PYGL	ENST00000216392.7	protein_coding					
hsa_AP5M1_0000600	chr14:57740961-57747140|+	chr14:57274243-57280422|+	"hsa_circ_0032052	hsa_circMUDENG_003	hsa-AP5M1_0005"	2.0	"57740961-57741607	57746912-57747140"	Exon-Exon	874	hg19	ENSG00000053770.7	AP5M1	ENST00000431972.2	protein_coding					
hsa_MPP5_0002100	chr14:67736417-67770316|+	chr14:67269700-67303599|+	"hsa_circ_0032261	hsa_circMPP5_003	hsa-MPP5_0010"	7.0	"67736417-67736500	67745734-67746254	67759227-67759436	67768105-67768183	67768688-67768835	67769126-67769288	67770238-67770316"	Exon-Exon	1277	hg19	ENSG00000072415.4	MPP5	ENST00000261681.4	protein_coding					
hsa_ZFYVE26_0002600	chr14:68228082-68229536|-	chr14:67761365-67762819|-	"hsa_circ_0000545	hsa_circZFYVE26_019	hsa-ZFYVE26_0003"	3.0	"68228082-68228301	68228919-68229129	68229388-68229536"	Exon-Exon	577	hg19	ENSG00000072121.11	ZFYVE26	ENST00000347230.4	protein_coding					
hsa_ACTN1_0003700	chr14:69356855-69360464|-	chr14:68890138-68893747|-	"hsa_circ_0002913	hsa_circACTN1_010	hsa-ACTN1_0003"	3.0	"69356855-69357003	69358769-69359000	69360371-69360464"	Exon-Exon	472	hg19	ENSG00000072110.9	ACTN1	ENST00000394419.4	protein_coding					
hsa_PCNX_0028000	chr14:71511849-71524441|+	chr14:71045132-71057724|+	"hsa_circ_0001997	hsa_circPCNX_087	hsa-PCNX1_0056"	7.0	"71511849-71512000	71513680-71513822	71514523-71514701	71517368-71517477	71518599-71518729	71522220-71522279	71524225-71524441"	Exon-Exon	985	hg19	ENSG00000100731.11	PCNX	ENST00000304743.2	protein_coding					
hsa_LTBP2_0007800	chr14:75016565-75022396|-	chr14:74549862-74555693|-	"hsa_circ_0008641	hsa_circLTBP2_004	hsa-LTBP2_0002"	5.0	"75016565-75016668	75017766-75018053	75018889-75019096	75019594-75019765	75022205-75022396"	Exon-Exon	959	hg19	ENSG00000119681.7	LTBP2	ENST00000261978.4	protein_coding					
hsa_CEP128_0001600	chr14:80963811-80997230|-	chr14:80497468-80530886|-	"hsa_circ_0007332	hsa_circCEP128_027	hsa-CEP128_0006"	4.0	"80963811-80963925	80971254-80971363	80993212-80993326	80997152-80997230"	Exon-Exon	415	hg19	ENSG00000100629.12	CEP128	ENST00000556061.1	protein_coding					
hsa_ZC3H14_0003500	chr14:89041036-89044484|+	chr14:88574692-88578140|+	"hsa_circ_0003164	hsa_circZC3H14_006	hsa-ZC3H14_0011"	3.0	"89041036-89041197	89042183-89042284	89044328-89044484"	Exon-Exon	418	hg19	ENSG00000100722.14	ZC3H14	ENST00000251038.5	protein_coding					
hsa_CPSF2_0001700	chr14:92592465-92609638|+	chr14:92126121-92143294|+	"hsa_circ_0102923	hsa_circCPSF2_004	hsa-CPSF2_0010"	8.0	"92592465-92592524	92597294-92597477	92600354-92600514	92600593-92600699	92601710-92601840	92604575-92604691	92608507-92608695	92609347-92609638"	Exon-Exon	1233	hg19	ENSG00000165934.8	CPSF2	ENST00000298875.4	protein_coding					
hsa_SETD3_0005600	chr14:99924615-99932150|-	chr14:99458278-99465813|-	"hsa_circ_0000567	hsa_circSETD3_003	hsa-SETD3_0001"	5.0	"99924615-99924872	99925449-99925522	99927528-99927677	99929822-99929915	99932039-99932150"	Exon-Exon	683	hg19	ENSG00000183576.8	SETD3	ENST00000329331.3	protein_coding					
hsa_ADAMTS17_0001100	chr15:100589061-100594259|-	chr15:100048856-100054054|-	hsa-ADAMTS17_0009	3.0	"100589061-100589197	100591776-100591936	100594101-100594259"	Exon-Exon	454	hg19	ENSG00000140470.9	ADAMTS17	ENST00000268070.4	protein_coding					
hsa_CHSY1_0001700	chr15:101717036-101719185|-	chr15:101176831-101178980|-	hsa-CHSY1_0002	1.0	101717036-101719185	Exon-Exon	2149	hg19	ENSG00000131873.5	CHSY1	ENST00000254190.3	protein_coding					
hsa_ATP10A_0002600	chr15:25947062-25981288|-	chr15:25701915-25736141|-	hsa-ATP10A_0006			Exon-Exon	2106	hg19	ENSG00000206190.7	ATP10A	ENST00000356865.6	protein_coding					
hsa_TJP1_0015200	chr15:30058468-30092905|-	chr15:29766265-29800702|-	"hsa_circ_0034296	hsa_circTJP1_004	hsa-TJP1_0003"	4.0	"30058468-30058745	30064266-30064369	30065435-30065560	30092848-30092905"	Exon-Exon	562	hg19	ENSG00000104067.12	TJP1	ENST00000495972.2	protein_coding					
hsa_DPH6_0002700	chr15:35665721-35703097|-	chr15:35373520-35410896|-	hsa-DPH6_0006			Exon-Exon	245	hg19	ENSG00000134146.7	DPH6	ENST00000256538.4	protein_coding					
hsa_BUB1B_0001000	chr15:40457253-40512918|+	chr15:40165052-40220717|+	hsa-BUB1B_0017			Exon-Exon	3118	hg19	ENSG00000156970.8	BUB1B	ENST00000412359.3	protein_coding					
hsa_NUSAP1_0004700	chr15:41648236-41669502|+	chr15:41356038-41377304|+	"hsa_circ_0008346	hsa_circNUSAP1_007	hsa-NUSAP1_0005"			Exon-Exon	664	hg19	ENSG00000137804.8	NUSAP1	ENST00000450592.2	protein_coding					
hsa_AP4E1_0006000	chr15:51240216-51250991|+	chr15:50948019-50958794|+	"hsa_circ_0035269	hsa_circAP4E1_010	hsa-AP4E1_0013"	4.0	"51240216-51240356	51242022-51242135	51242247-51242366	51250688-51250991"	Exon-Exon	675	hg19	ENSG00000081014.6	AP4E1	ENST00000261842.5	protein_coding					
hsa_TMOD3_0002300	chr15:52161413-52194233|+	chr15:51869216-51902036|+	"hsa_circ_0035292	hsa_circTMOD3_009	hsa-TMOD3_0004"	7.0	"52161413-52161570	52179785-52179908	52181252-52181342	52186011-52186142	52188615-52188723	52192351-52192495	52194088-52194233"	Exon-Exon	898	hg19	ENSG00000138594.8	TMOD3	ENST00000308580.7	protein_coding					
hsa_BNIP2_0002800	chr15:59963381-59972507|-	chr15:59671182-59680308|-	"hsa_circ_0104034	hsa_circBNIP2_004	hsa-BNIP2_0007"	5.0	"59963381-59963513	59964835-59964938	59970109-59970286	59971790-59971967	59972439-59972507"	Exon-Exon	657	hg19	ENSG00000140299.7	BNIP2	ENST00000267859.3	protein_coding					
hsa_USP3_0011000	chr15:63845913-63855207|+	chr15:63553714-63563008|+	"hsa_circ_0008153	hsa_circUSP3_028	hsa-USP3_0002"			Exon-Exon	280	hg19	ENSG00000140455.12	USP3	ENST00000536001.1	protein_coding					
hsa_HERC1_0038900	chr15:63966540-63981898|-	chr15:63674341-63689699|-	"hsa_circ_0035761	hsa_circHERC1_153	hsa-HERC1_0038"	6.0	"63966540-63967316	63970043-63970564	63972275-63972359	63972735-63972975	63978557-63978734	63981787-63981898"	Exon-Exon	1909	hg19	ENSG00000103657.9	HERC1	ENST00000443617.2	protein_coding					
hsa_AAGAB_0002800	chr15:67524151-67529158|-	chr15:67231813-67236820|-	"hsa_circ_0000620	hsa_circAAGAB_003	hsa-AAGAB_0001"	4.0	"67524151-67524235	67528316-67528406	67528745-67528842	67528967-67529158"	Exon-Exon	462	hg19	ENSG00000103591.8	AAGAB	ENST00000261880.5	protein_coding					
hsa_ARIH1_0006200	chr15:72810407-72837305|+	chr15:72518066-72544964|+	"hsa_circ_0006314	hsa_circARIH1_007	hsa-ARIH1_0026"	2.0	"72810407-72810475	72837160-72837305"	Exon-Exon	213	hg19	ENSG00000166233.8	ARIH1	ENST00000379887.4	protein_coding					
hsa_EDC3_0002200	chr15:74963795-74967483|-	chr15:74671454-74675142|-	"hsa_circ_0000633	hsa_circEDC3_004	hsa-EDC3_0003"	2.0	"74963795-74964115	74967301-74967483"	Exon-Exon	502	hg19	ENSG00000179151.7	EDC3	ENST00000568176.1	protein_coding					
hsa_SIN3A_0008500	chr15:75699395-75705386|-	chr15:75407054-75413045|-	"hsa_circ_0036348	hsa_circSIN3A_015	hsa-SIN3A_0022"	5.0	"75699395-75699485	75702176-75702332	75702474-75702627	75703832-75704084	75705103-75705386"	Exon-Exon	934	hg19	ENSG00000169375.11	SIN3A	ENST00000394947.3	protein_coding					
hsa_SIN3A_0008900	chr15:75699395-75706652|-	chr15:75407054-75414311|-	hsa-SIN3A_0006	6.0	"75699395-75699485	75702176-75702332	75702474-75702627	75703832-75704084	75705103-75705386	75706545-75706652"	Exon-Exon	1041	hg19	ENSG00000169375.11	SIN3A	ENST00000394947.3	protein_coding					
hsa_SIN3A_0009800	chr15:75703832-75705386|-	chr15:75411491-75413045|-	"hsa_circ_0036353	hsa_circSIN3A_013	hsa-SIN3A_0019"	2.0	"75703832-75704084	75705103-75705386"	Exon-Exon	535	hg19	ENSG00000169375.11	SIN3A	ENST00000394947.3	protein_coding					
hsa_SIN3A_0011100	chr15:75706545-75715164|-	chr15:75414204-75422823|-	"hsa_circ_0036354	hsa_circSIN3A_007	hsa-SIN3A_0018"	2.0	"75706545-75706652	75714987-75715164"	Exon-Exon	284	hg19	ENSG00000169375.11	SIN3A	ENST00000564778.1	protein_coding					
hsa_ETFA_0005100	chr15:76566752-76588078|-	chr15:76274411-76295737|-	"hsa_circ_0000638	hsa_circETFA_010	hsa-ETFA_0001"	8.0	"76566752-76566835	76576097-76576166	76577977-76578079	76578711-76578822	76580186-76580286	76584771-76584854	76584959-76585041	76587931-76588078"	Exon-Exon	777	hg19	ENSG00000140374.11	ETFA	ENST00000557943.1	protein_coding					
hsa_ETFA_0009400	chr15:76584771-76588078|-	chr15:76292430-76295737|-	"hsa_circ_0003620	hsa_circETFA_005	hsa-ETFA_0003"			Exon-Exon	230	hg19	ENSG00000140374.11	ETFA	ENST00000561092.1	retained_intron					
hsa_PEAK1_0003300	chr15:77471131-77474382|-	chr15:77178789-77182040|-	"hsa_circ_0036423	hsa_circPEAK1_009	hsa-PEAK1_0010"	1.0	77471131-77474382	Exon-Exon	3251	hg19	ENSG00000173517.6	PEAK1	ENST00000560626.2	protein_coding					
hsa_ZFAND6_0007000	chr15:80412669-80415142|+	chr15:80120327-80122800|+	"hsa_circ_0000643	hsa_circZFAND6_008	hsa-ZFAND6_0001"	3.0	"80412669-80412840	80414053-80414162	80415041-80415142"	Exon-Exon	381	hg19	ENSG00000086666.14	ZFAND6	ENST00000261749.6	protein_coding					
