hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr16:148142-150507	chr16:98144-100509	hsa_circ_0037130	hsa-NPRL3_000001	hsa_circNPRL3_009	ASCRP3005524	NPRL3	NA	295	exonic	Intergenic	circRNA_finder
chr16:148142-150507	chr16:98144-100509	hsa_circ_0037130	hsa-NPRL3_000001,hsa-NPRL3_0003	hsa_circNPRL3_009	ASCRP3005524	NPRL3	-	295	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:15794592-15794782	chr16:15700735-15700925	NA	NA	NA	ASCRP3010200	NDE1	+	NA	intronic	NA	NA
chr16:16101672-16110478	chr16:16007815-16016621	hsa_circ_0000676	hsa-ABCC1_0002	hsa_circABCC1_009	ASCRP3013406	ABCC1	+	567	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16101672-16110478	chr16:16007815-16016621	hsa_circ_0000676	NA	hsa_circABCC1_009	ASCRP3013406	ABCC1	NA	567	exonic	Intergenic	circRNA_finder
chr16:16110352-16127027	chr16:16016495-16033170	hsa_circ_0038090	hsa-ABCC1_0083	hsa_circABCC1_026	ASCRP3009504	ABCC1	+	188	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16126965-16130460	chr16:16033108-16036603	hsa_circ_0002078	hsa-ABCC1_0017	hsa_circABCC1_030	ASCRP3013572	ABCC1	+	194	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16126965-16130460	chr16:16033108-16036603	hsa_circ_0002078	NA	hsa_circABCC1_030	ASCRP3013572	ABCC1	NA	194	exonic	Intergenic	circRNA_finder
chr16:16126965-16150152	chr16:16033108-16056295	hsa_circ_0038095	hsa-ABCC1_000023,hsa-ABCC1_0059	hsa_circABCC1_033	ASCRP3009084	ABCC1	+	1062	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16126965-16150152	chr16:16033108-16056295	hsa_circ_0038095	hsa-ABCC1_000023	hsa_circABCC1_033	ASCRP3009084	ABCC1	NA	1062	exonic	Intergenic	circRNA_finder
chr16:16162012-16165586	chr16:16068155-16071729	hsa_circ_0038117	hsa-ABCC1_0007	hsa_circABCC1_055	ASCRP3009958	ABCC1	+	235	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16200594-16205439	chr16:16106737-16111582	hsa_circ_0008255	hsa-ABCC1_000010,hsa-ABCC1_0012	hsa_circABCC1_077	ASCRP3004890	ABCC1	+	344	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:16200594-16205439	chr16:16106737-16111582	hsa_circ_0008255	hsa-ABCC1_000010	hsa_circABCC1_077	ASCRP3004890	ABCC1	NA	344	exonic	Intergenic	circRNA_finder
chr16:16205231-16205439	chr16:16111374-16111582	hsa_circ_0038138	hsa-ABCC1_000017,hsa-ABCC1_0005	hsa_circABCC1_081	ASCRP3003335	ABCC1	+	208	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:18794102-18799464	chr16:18782780-18788142	hsa_circ_0002701	hsa-RPS15A_000004	hsa_circRPS15A_005	ASCRP3004920	RPS15A	NA	488	sense overlapping	Intergenic	circRNA_finder
chr16:18794102-18799464	chr16:18782780-18788142	hsa_circ_0002701	hsa-RPS15A_000004,hsa-RPS15A_0001	hsa_circRPS15A_005	ASCRP3004920	RPS15A	-	488	sense overlapping	Exon,Intron	circRNA_finder,CIRI,find_circ
chr16:19619499-19628130	chr16:19608177-19616808	hsa_circ_0008616	hsa-C16orf62_0036	hsa_circC16orf62_018	ASCRP3008590	C16orf62,VPS35L	+	440	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:19627435-19644494	chr16:19616113-19633172	hsa_circ_0038343	hsa-C16orf62_000018,hsa-C16orf62_0039	hsa_circC16orf62_029	ASCRP3002744	C16orf62,VPS35L	+	612	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:19627435-19644494	chr16:19616113-19633172	hsa_circ_0038343	hsa-C16orf62_000018	hsa_circC16orf62_029	ASCRP3002744	C16orf62	NA	612	exonic	Intergenic	circRNA_finder
chr16:19659105-19659204	chr16:19647783-19647882	hsa_circ_0038366	NA	hsa_circC16orf62_072	ASCRP3010399	C16orf62,VPS35L	+	99	exonic	Exon,Intron	circRNA_finder,find_circ,circexplorer2
chr16:19717913-19722762	chr16:19706591-19711440	hsa_circ_0006795	NA	hsa_circC16orf88_001	ASCRP3004334	AC002550.1	NA	777	sense overlapping	Intron	circRNA_finder
chr16:19717913-19722762	chr16:19706591-19711440	hsa_circ_0006795	hsa-KNOP1_0002	hsa_circC16orf88_001	ASCRP3004334	KNOP1	-	777	sense overlapping	Exon,Intron	circRNA_finder,CIRI,find_circ
chr16:2012497-2012657	chr16:1962496-1962656	hsa_circ_0037377	NA	hsa_circRPS2_016	ASCRP3003925	RPS2	-	160	exonic	NA	NA
chr16:22360599-22361170	chr16:22349278-22349849	hsa_circ_0004682	hsa-CDR2_000001	hsa_circCDR2_002	ASCRP3010990	CDR2	NA	314	exonic	Intergenic	circRNA_finder
chr16:22360599-22361170	chr16:22349278-22349849	hsa_circ_0004682	hsa-CDR2_000001,hsa-CDR2_0001	hsa_circCDR2_002	ASCRP3010990	CDR2	-	314	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:2312278-2313288	chr16:2262277-2263287	hsa_circ_0007275	hsa-RNPS1_000001	hsa_circRNPS1_003	ASCRP3010479	RNPS1	NA	449	exonic	Intergenic	circRNA_finder
chr16:2312278-2313288	chr16:2262277-2263287	hsa_circ_0007275	hsa-RNPS1_000001,hsa-RNPS1_0002	hsa_circRNPS1_003	ASCRP3010479	RNPS1	-	449	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:2312278-2314761	chr16:2262277-2264760	hsa_circ_0037511	NA	hsa_circRNPS1_001	ASCRP3003077	RNPS1	NA	793	exonic	Intergenic	circRNA_finder
chr16:2312278-2314761	chr16:2262277-2264760	hsa_circ_0037511	hsa-RNPS1_0001	hsa_circRNPS1_001	ASCRP3003077	RNPS1	-	793	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:23540822-23541218	chr16:23529501-23529897	hsa_circ_0038608	NA	hsa_circEARS2_012	ASCRP3007958	EARS2	NA	285	exonic	Intergenic	circRNA_finder
chr16:23540822-23541218	chr16:23529501-23529897	hsa_circ_0038608	hsa-EARS2_0001	hsa_circEARS2_012	ASCRP3007958	EARS2	-	285	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:2369581-2369841	chr16:2319580-2319840	hsa_circ_0037516	hsa-ABCA3_000001	hsa_circABCA3_006	ASCRP3005749	ABCA3	NA	260	exonic	Intergenic	circRNA_finder
chr16:2369581-2369841	chr16:2319580-2319840	hsa_circ_0037516	hsa-ABCA3_000001,hsa-ABCA3_0001	hsa_circABCA3_006	ASCRP3005749	ABCA3	-	260	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:2663960-2732801	chr16:2613959-2682800	NA	NA	NA	ASCRP3006667	KCTD5	+	NA	sense overlapping	NA	NA
chr16:2807472-2810500	chr16:2757471-2760499	hsa_circ_0037563	hsa-SRRM2_0001	hsa_circSRRM2_006	ASCRP3001784	SRRM2	+	790	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:2807472-2810500	chr16:2757471-2760499	hsa_circ_0037563	NA	hsa_circSRRM2_006	ASCRP3001784	SRRM2	NA	790	exonic	Intergenic	circRNA_finder
chr16:28177828-28181230	chr16:28166507-28169909	hsa_circ_0008223	hsa-XPO6_000005	hsa_circXPO6_014	ASCRP3002491	XPO6	NA	238	exonic	Intergenic	circRNA_finder
chr16:28177828-28181230	chr16:28166507-28169909	hsa_circ_0008223	hsa-XPO6_000005,hsa-XPO6_0027	hsa_circXPO6_014	ASCRP3002491	XPO6	-	238	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:28181070-28181230	chr16:28169749-28169909	hsa_circ_0038821	hsa-XPO6_0043	hsa_circXPO6_013	ASCRP3005922	XPO6	-	160	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:29472702-29473271	chr16:29461381-29461950	NA	NA	NA	ASCRP3006222	SULT1A3	+	NA	exonic	NA	NA
chr16:29917108-29917448	chr16:29905787-29906127	hsa_circ_0105346	hsa-ASPHD1_000002,hsa-ASPHD1_0002	hsa_circASPHD1_004	ASCRP3012886	ASPHD1	+	340	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ
chr16:29917108-29917448	chr16:29905787-29906127	hsa_circ_0105346	hsa-ASPHD1_000002	hsa_circASPHD1_004	ASCRP3012886	ASPHD1,KCTD13	NA	340	exonic	Intron	circRNA_finder
chr16:30075049-30080299	chr16:30063728-30068978	hsa_circ_0038975	NA	hsa_circALDOA_007	ASCRP3011290	ALDOA	+	1163	exonic	NA	NA
chr16:31733946-31734674	chr16:31722625-31723353	hsa_circ_0007059	hsa-ZNF720_000001,hsa-ZNF720_0001	hsa_circZNF720_002	ASCRP3007746	ZNF720	+	223	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:31733946-31734674	chr16:31722625-31723353	hsa_circ_0007059	hsa-ZNF720_000001	hsa_circZNF720_002	ASCRP3007746	ZNF720	NA	223	exonic	Intergenic	circRNA_finder
chr16:3843386-3901010	chr16:3793385-3851009	hsa_circ_0037680	NA	hsa_circCREBBP_009	ASCRP3012456	CREBBP	-	1131	exonic	Exon,Intron	CIRI,circexplorer2,circRNA_finder
chr16:4029116-4033441	chr16:3979115-3983440	hsa_circ_0007586	hsa-ADCY9_000001	hsa_circADCY9_005	ASCRP3006228	ADCY9	NA	369	exonic	Intergenic	circRNA_finder
chr16:4029116-4033441	chr16:3979115-3983440	hsa_circ_0007586	hsa-ADCY9_000001,hsa-ADCY9_0012	hsa_circADCY9_005	ASCRP3006228	ADCY9	-	369	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:4516896-4517117	chr16:4466895-4467116	NA	NA	NA	ASCRP3011288	NMRAL1	-	NA	intronic	NA	NA
chr16:46931559-46934702	chr16:46897647-46900790	hsa_circ_0039216	hsa-GPT2_000008,hsa-GPT2_0006	hsa_circGPT2_001	ASCRP3007456	GPT2	+	199	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:46931559-46934702	chr16:46897647-46900790	hsa_circ_0039216	hsa-GPT2_000008	hsa_circGPT2_001	ASCRP3007456	GPT2	NA	199	exonic	Intergenic	circRNA_finder
chr16:47531309-47537001	chr16:47497398-47503090	hsa_circ_0039261	hsa-PHKB_0005	hsa_circPHKB_013	ASCRP3000314	PHKB	+	329	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:4861623-4882913	chr16:4811622-4832912	hsa_circ_0037760	NA	hsa_circGLYR1_006	ASCRP3007659	GLYR1	-	1307	exonic	NA	NA
chr16:49764681-49823457	chr16:49730770-49789546	hsa_circ_0105488	hsa-ZNF423_000001	hsa_circZNF423_008	ASCRP3006784	ZNF423	NA	261	exonic	Intergenic	circRNA_finder
chr16:49764681-49823457	chr16:49730770-49789546	hsa_circ_0105488	hsa-ZNF423_000001,hsa-ZNF423_0002	hsa_circZNF423_008	ASCRP3006784	ZNF423	-	261	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:5077135-5078186	chr16:5027134-5028185	hsa_circ_0007146	hsa-NAGPA_000001	hsa_circNAGPA_005	ASCRP3001391	NAGPA,NAGPA-AS1	NA	420	exonic	Intron	circRNA_finder
chr16:5077135-5078186	chr16:5027134-5028185	hsa_circ_0007146	hsa-NAGPA_000001,hsa-NAGPA_0001	hsa_circNAGPA_005	ASCRP3001391	NAGPA	-	420	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:53155459-53155541	chr16:53121547-53121629	hsa_circ_0000700	NA	hsa_circCHD9_002	ASCRP3000537	CHD9	+	82	intronic	NA	NA
chr16:53289511-53302038	chr16:53255599-53268126	hsa_circ_0039365	hsa-CHD9_000021,hsa-CHD9_0004	hsa_circCHD9_047	ASCRP3010781	CHD9	+	688	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:53289511-53302038	chr16:53255599-53268126	hsa_circ_0039365	hsa-CHD9_000021	hsa_circCHD9_047	ASCRP3010781	CHD9	NA	688	exonic	Intergenic	circRNA_finder
chr16:53907697-53922863	chr16:53873785-53888951	hsa_circ_0005941	hsa-FTO_000001,hsa-FTO_0001	hsa_circFTO_015	ASCRP3003559	FTO	+	344	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:53907697-53922863	chr16:53873785-53888951	hsa_circ_0005941	hsa-FTO_000001	hsa_circFTO_015	ASCRP3003559	FTO	NA	344	exonic	Intergenic	circRNA_finder
chr16:53907697-53968021	chr16:53873785-53934109	hsa_circ_0039400	hsa-FTO_000002,hsa-FTO_0003	hsa_circFTO_016	ASCRP3000445	FTO	+	469	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:53907697-53968021	chr16:53873785-53934109	hsa_circ_0039400	hsa-FTO_000002	hsa_circFTO_016	ASCRP3000445	FTO	NA	469	exonic	Intergenic	circRNA_finder
chr16:53967896-53971206	chr16:53933984-53937294	hsa_circ_0007068	hsa-FTO_000006,hsa-FTO_0014	hsa_circFTO_022	ASCRP3004640	FTO	+	3310	sense overlapping	Exon,Intron	circRNA_finder,CIRI,find_circ
chr16:53967896-53971206	chr16:53933984-53937294	hsa_circ_0007068	hsa-FTO_000006	hsa_circFTO_022	ASCRP3004640	FTO	NA	3310	sense overlapping	Intergenic	circRNA_finder
chr16:58709843-58710250	chr16:58675939-58676346	hsa_circ_0004541	hsa-SLC38A7_000001	hsa_circSLC38A7_004	ASCRP3010008	SLC38A7	NA	173	exonic	Intergenic	circRNA_finder
chr16:58709843-58710250	chr16:58675939-58676346	hsa_circ_0004541	hsa-SLC38A7_000001,hsa-SLC38A7_0002	hsa_circSLC38A7_004	ASCRP3010008	SLC38A7	-	173	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:66642211-66643906	chr16:66608308-66610003	hsa_circ_0008450	hsa-CMTM3_000001,hsa-CMTM3_0001	hsa_circCMTM3_002	ASCRP3001944	CMTM3	+	497	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:66642211-66643906	chr16:66608308-66610003	hsa_circ_0008450	hsa-CMTM3_000001	hsa_circCMTM3_002	ASCRP3001944	CMTM3	NA	497	exonic	Intergenic	circRNA_finder
chr16:66759730-66763002	chr16:66725827-66729099	hsa_circ_0008242	hsa-DYNC1LI2_000025	hsa_circDYNC1LI2_019	ASCRP3000556	AC018557.1,DYNC1LI2	NA	337	exonic	Intron	circRNA_finder
chr16:66759730-66763002	chr16:66725827-66729099	hsa_circ_0008242	hsa-DYNC1LI2_000025,hsa-DYNC1LI2_0012	hsa_circDYNC1LI2_019	ASCRP3000556	DYNC1LI2	-	337	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:66761590-66763002	chr16:66727687-66729099	hsa_circ_0008222	hsa-DYNC1LI2_000002	hsa_circDYNC1LI2_018	ASCRP3003979	AC018557.1,DYNC1LI2	NA	220	exonic	Intron	circRNA_finder
chr16:66761590-66763002	chr16:66727687-66729099	hsa_circ_0008222	hsa-DYNC1LI2_000002,hsa-DYNC1LI2_0005	hsa_circDYNC1LI2_018	ASCRP3003979	DYNC1LI2	-	220	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:67471916-67477081	chr16:67438013-67443178	hsa_circ_0039830	NA	hsa_circATP6V0D1_006	ASCRP3000763	ATP6V0D1	-	1089	exonic	NA	NA
chr16:67973788-67974381	chr16:67939885-67940478	hsa_circ_0000710	hsa-LCAT_000001	hsa_circLCAT_004	ASCRP3006249	LCAT	NA	593	sense overlapping	Intergenic	circRNA_finder
chr16:67973788-67974381	chr16:67939885-67940478	hsa_circ_0000710	hsa-LCAT_000001,hsa-LCAT_0001	hsa_circLCAT_004	ASCRP3006249	LCAT	-	593	sense overlapping	Exon	circRNA_finder,CIRI,find_circ
chr16:68059317-68072052	chr16:68025414-68038149	hsa_circ_0039908	hsa-DUS2_000020,hsa-DUS2_0016	hsa_circDUS2L_003	ASCRP3012225	DUS2,DUS2L	+	224	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:68059317-68072052	chr16:68025414-68038149	hsa_circ_0039908	hsa-DUS2_000020	hsa_circDUS2L_003	ASCRP3012225	DUS2L	NA	224	exonic	Intergenic	circRNA_finder
chr16:68155889-68157024	chr16:68121986-68123121	hsa_circ_0005615	hsa-NFATC3_000049,hsa-NFATC3_0009	hsa_circNFATC3_003	ASCRP3003458	NFATC3	+	1135	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:68155889-68157024	chr16:68121986-68123121	hsa_circ_0005615	hsa-NFATC3_000049	hsa_circNFATC3_003	ASCRP3003458	NFATC3	NA	1135	exonic	Intergenic	circRNA_finder
chr16:68155889-68225678	chr16:68121986-68191775	hsa_circ_0039929	hsa-NFATC3_0002	hsa_circNFATC3_009	ASCRP3012520	NFATC3	+	3003	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:68155889-68225678	chr16:68121986-68191775	hsa_circ_0039929	NA	hsa_circNFATC3_009	ASCRP3012520	NA	NA	3003	exonic	Intergenic	circRNA_finder
chr16:68160350-68160513	chr16:68126447-68126610	hsa_circ_0039930	hsa-NFATC3_0007	hsa_circNFATC3_011	ASCRP3002839	NFATC3	+	163	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:68300495-68309152	chr16:68266592-68275249	hsa_circ_0005623	hsa-SLC7A6_000001,hsa-SLC7A6_0001	hsa_circSLC7A6_006	ASCRP3005734	SLC7A6	+	775	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:68300495-68309152	chr16:68266592-68275249	hsa_circ_0005623	hsa-SLC7A6_000001	hsa_circSLC7A6_006	ASCRP3005734	SLC7A6	NA	775	exonic	Intergenic	circRNA_finder
chr16:69687138-69693802	chr16:69653235-69659899	hsa_circ_0105835	hsa-NFAT5_000050,hsa-NFAT5_0001	hsa_circNFAT5_011	ASCRP3003091	NFAT5	+	557	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:69687138-69693802	chr16:69653235-69659899	hsa_circ_0105835	hsa-NFAT5_000050	hsa_circNFAT5_011	ASCRP3003091	NFAT5	NA	557	exonic	Intergenic	circRNA_finder
chr16:70291935-70293089	chr16:70258032-70259186	hsa_circ_0040185	NA	hsa_circAARS_046	ASCRP3006501	AARS	NA	392	exonic	Intergenic	circRNA_finder
chr16:70291935-70293089	chr16:70258032-70259186	hsa_circ_0040185	hsa-AARS_0002	hsa_circAARS_046	ASCRP3006501	AARS,AARS1	-	392	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:70292882-70296427	chr16:70258979-70262524	hsa_circ_0040188	hsa-AARS_000001	hsa_circAARS_037	ASCRP3001751	AARS	NA	500	exonic	Intergenic	circRNA_finder
chr16:70292882-70296427	chr16:70258979-70262524	hsa_circ_0040188	hsa-AARS_000001,hsa-AARS_0005	hsa_circAARS_037	ASCRP3001751	AARS,AARS1	-	500	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:70294946-70296427	chr16:70261043-70262524	hsa_circ_0003438	hsa-AARS_000003	hsa_circAARS_036	ASCRP3006435	AARS	NA	293	exonic	Intergenic	circRNA_finder
chr16:70294946-70296427	chr16:70261043-70262524	hsa_circ_0003438	hsa-AARS_000003,hsa-AARS_0006	hsa_circAARS_036	ASCRP3006435	AARS,AARS1	-	293	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:70294946-70302282	chr16:70261043-70268379	hsa_circ_0000714	hsa-AARS_000006	hsa_circAARS_018	ASCRP3011748	AARS	NA	823	exonic	Intergenic	circRNA_finder
chr16:70294946-70302282	chr16:70261043-70268379	hsa_circ_0000714	hsa-AARS_000006,hsa-AARS_0007	hsa_circAARS_018	ASCRP3011748	AARS,AARS1	-	823	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:70301561-70302282	chr16:70267658-70268379	hsa_circ_0040203	NA	hsa_circAARS_015	ASCRP3007327	AARS	NA	260	exonic	Intergenic	circRNA_finder
chr16:70301561-70302282	chr16:70267658-70268379	hsa_circ_0040203	hsa-AARS_0008	hsa_circAARS_015	ASCRP3007327	AARS,AARS1	-	260	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:70301561-70316687	chr16:70267658-70282784	NA	hsa-AARS_0030	NA	ASCRP3001315	AARS	-	NA	exonic	NA	NA
chr16:71954641-71957283	chr16:71920738-71923380	hsa_circ_0005016	hsa-IST1_000002,hsa-IST1_0004	hsa_circIST1_012	ASCRP3000819	IST1	+	495	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:71954641-71957283	chr16:71920738-71923380	hsa_circ_0005016	hsa-IST1_000002	hsa_circIST1_012	ASCRP3000819	IST1	NA	495	exonic	Intergenic	circRNA_finder
chr16:74491771-74493687	chr16:74457873-74459789	hsa_circ_0004315	hsa-GLG1_000011	hsa_circGLG1_032	ASCRP3005658	GLG1	NA	229	exonic	Intergenic	circRNA_finder
chr16:74491771-74493687	chr16:74457873-74459789	hsa_circ_0004315	hsa-GLG1_000011,hsa-GLG1_0031	hsa_circGLG1_032	ASCRP3005658	GLG1	-	229	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:74493579-74497377	chr16:74459681-74463479	hsa_circ_0003315	hsa-GLG1_000001	hsa_circGLG1_025	ASCRP3013290	GLG1	NA	477	exonic	Intergenic	circRNA_finder
chr16:74493579-74497377	chr16:74459681-74463479	hsa_circ_0003315	hsa-GLG1_000001,hsa-GLG1_0030	hsa_circGLG1_025	ASCRP3013290	GLG1	-	477	exonic	NA	NA
chr16:74493579-74503971	chr16:74459681-74470073	hsa_circ_0040466	hsa-GLG1_0075	hsa_circGLG1_018	ASCRP3012144	GLG1	-	915	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:74666420-74670475	chr16:74632522-74636577	hsa_circ_0007548	NA	hsa_circRFWD3_028	ASCRP3009293	RFWD3	NA	383	exonic	Intergenic	circRNA_finder
chr16:74666420-74670475	chr16:74632522-74636577	hsa_circ_0007548	hsa-RFWD3_0003	hsa_circRFWD3_028	ASCRP3009293	RFWD3	-	383	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:746772-747419	chr16:696772-697419	hsa_circ_0105952	hsa-FBXL16_0001	hsa_circFBXL16_001	ASCRP3004712	FBXL16	-	647	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:74972047-74976724	chr16:74938149-74942826	hsa_circ_0006691	hsa-WDR59_0014	hsa_circWDR59_026	ASCRP3011134	WDR59	-	206	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:85667519-85695371	chr16:85633913-85661765	hsa_circ_0040730	NA	hsa_circKIAA0182_006	ASCRP3008355	GSE1	+	2253	exonic	Exon,Intron	find_circ,circexplorer2,circRNA_finder,CIRI
chr16:85834810-85840607	chr16:85801204-85807001	hsa_circ_0040747	NA	hsa_circCOX4I1_002	ASCRP3002563	COX4I1	+	638	exonic	NA	NA
chr16:87448881-87452507	chr16:87415275-87418901	hsa_circ_0040773	hsa-ZCCHC14_000003	hsa_circZCCHC14_016	ASCRP3007613	ZCCHC14	NA	430	exonic	Intergenic	circRNA_finder
chr16:87448881-87452507	chr16:87415275-87418901	hsa_circ_0040773	hsa-ZCCHC14_000003,hsa-ZCCHC14_0004	hsa_circZCCHC14_016	ASCRP3007613	ZCCHC14	-	430	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:87760370-87795646	chr16:87726764-87762040	hsa_circ_0040786	hsa-KLHDC4_000002,hsa-KLHDC4_0006	hsa_circKLHDC4_005	ASCRP3010783	KLHDC4	-	660	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:87782278-87795646	chr16:87748672-87762040	hsa_circ_0000724	hsa-KLHDC4_000001	hsa_circKLHDC4_004	ASCRP3007444	KLHDC4	NA	407	exonic	Intergenic	circRNA_finder
chr16:87782278-87795646	chr16:87748672-87762040	hsa_circ_0000724	hsa-KLHDC4_000001,hsa-KLHDC4_0001	hsa_circKLHDC4_004	ASCRP3007444	KLHDC4	-	407	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:87788799-87795646	chr16:87755193-87762040	hsa_circ_0040792	hsa-KLHDC4_000009	hsa_circKLHDC4_003	ASCRP3012187	KLHDC4	NA	270	exonic	Intergenic	circRNA_finder
chr16:87788799-87795646	chr16:87755193-87762040	hsa_circ_0040792	hsa-KLHDC4_000009,hsa-KLHDC4_0009	hsa_circKLHDC4_003	ASCRP3012187	KLHDC4	-	270	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:88876990-88877957	chr16:88810582-88811549	NA	NA	NA	ASCRP3009696	APRT	-	NA	intronic	NA	NA
chr16:89458787-89459087	chr16:89392379-89392679	NA	hsa-RP1-168P16_0001	NA	ASCRP3006226	ANKRD11	-	NA	intronic	NA	NA
chr16:89628179-89628539	chr16:89561771-89562131	hsa_circ_0092337	NA	hsa_circRPL13_004	ASCRP3010845	RPL13	+	360	intronic	NA	NA
chr16:89724655-89734790	chr16:89658247-89668382	NA	hsa-SPATA33_0001	NA	ASCRP3010752	C16orf55	+	NA	intronic	NA	NA
chr16:89824984-89833645	chr16:89758576-89767237	hsa_circ_0041019	NA	hsa_circFANCA_062	ASCRP3000460	FANCA	NA	477	exonic	Intergenic	circRNA_finder
chr16:89824984-89833645	chr16:89758576-89767237	hsa_circ_0041019	hsa-FANCA_0003	hsa_circFANCA_062	ASCRP3000460	FANCA	-	477	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:89961445-89977071	chr16:89895037-89910663	hsa_circ_0041100	NA	hsa_circTCF25_035	ASCRP3004871	TCF25	+	1044	exonic	NA	NA
chr16:8997124-8998422	chr16:8903267-8904565	hsa_circ_0004611	hsa-USP7_0034	hsa_circUSP7_011	ASCRP3007520	USP7	-	266	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:9196840-9197116	chr16:9102983-9103259	hsa_circ_0106174	hsa-C16orf72_0001	hsa_circC16orf72_001	ASCRP3002137	C16orf72	+	276	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
chr16:981641-1004666	chr16:931641-954666	hsa_circ_0037274	NA	hsa_circLMF1_005	ASCRP3012620	LMF1	NA	628	exonic	Intergenic	circRNA_finder
chr16:981641-1004666	chr16:931641-954666	hsa_circ_0037274	hsa-LMF1_0012	hsa_circLMF1_005	ASCRP3012620	LMF1	-	628	exonic	Exon,Intron	circRNA_finder,CIRI,find_circ,circexplorer2
