hg38,miRNA
chr1:22489879-22491533,miR-1264
chr1:22489879-22491533,miR-127-5p
chr1:22489879-22491533,miR-1270
chr1:22489879-22491533,miR-1273f
chr1:22489879-22491533,miR-1273h-5p
chr1:22489879-22491533,miR-1285-5p
chr1:22489879-22491533,miR-129-5p
chr1:22489879-22491533,miR-129-5p
chr1:22489879-22491533,miR-1292-5p
chr1:22489879-22491533,miR-1301-3p
chr1:22489879-22491533,miR-1303
chr1:22489879-22491533,miR-1304-5p
chr1:22489879-22491533,miR-1306-3p
chr1:22489879-22491533,miR-130a-5p
chr1:22489879-22491533,miR-133a-5p
chr1:22489879-22491533,miR-134-3p
chr1:22489879-22491533,miR-1343-3p
chr1:22489879-22491533,miR-1343-5p
chr1:22489879-22491533,miR-136-5p
chr1:22489879-22491533,miR-138-1-3p
chr1:22489879-22491533,miR-140-3p
chr1:22489879-22491533,miR-140-3p.1
chr1:22489879-22491533,miR-140-3p.2
chr1:22489879-22491533,miR-141-5p
chr1:22489879-22491533,miR-142-3p
chr1:22489879-22491533,miR-142-3p.1
chr1:22489879-22491533,miR-142-3p.2
chr1:22489879-22491533,miR-143-3p
chr1:22489879-22491533,miR-1470
chr1:22489879-22491533,miR-149-3p
chr1:22489879-22491533,miR-149-5p
chr1:22489879-22491533,miR-151a-3p
chr1:22489879-22491533,miR-152-5p
chr1:22489879-22491533,miR-153-5p
chr1:22489879-22491533,miR-1587
chr1:22489879-22491533,miR-182-3p
chr1:22489879-22491533,miR-185-3p
chr1:22489879-22491533,miR-185-5p
chr1:22489879-22491533,miR-188-5p
chr1:22489879-22491533,miR-18a-3p
chr1:22489879-22491533,miR-1909-3p
chr1:22489879-22491533,miR-1909-5p
chr1:22489879-22491533,miR-1913
chr1:22489879-22491533,miR-1915-5p
chr1:22489879-22491533,miR-193b-5p
chr1:22489879-22491533,miR-196a-5p
chr1:22489879-22491533,miR-196b-5p
chr1:22489879-22491533,miR-197-3p
chr1:22489879-22491533,miR-1976
chr1:22489879-22491533,miR-203a-3p.1
chr1:22489879-22491533,miR-205-5p
chr1:22489879-22491533,miR-2052
chr1:22489879-22491533,miR-20a-3p
chr1:22489879-22491533,miR-20b-3p
chr1:22489879-22491533,miR-2110
chr1:22489879-22491533,miR-2115-5p
chr1:22489879-22491533,miR-214-3p
chr1:22489879-22491533,miR-216a-5p
chr1:22489879-22491533,miR-216b-3p
chr1:22489879-22491533,miR-216b-5p
chr1:22489879-22491533,miR-218-1-3p
chr1:22489879-22491533,miR-218-5p
chr1:22489879-22491533,miR-219a-1-3p
chr1:22489879-22491533,miR-22-3p
chr1:22489879-22491533,miR-221-3p
chr1:22489879-22491533,miR-222-3p
chr1:22489879-22491533,miR-224-3p
chr1:22489879-22491533,miR-2392
chr1:22489879-22491533,miR-23a-3p
chr1:22489879-22491533,miR-23b-3p
chr1:22489879-22491533,miR-23c
chr1:22489879-22491533,miR-2467-5p
chr1:22489879-22491533,miR-27a-3p
chr1:22489879-22491533,miR-27b-3p
chr1:22489879-22491533,miR-28-3p
chr1:22489879-22491533,miR-296-5p
chr1:22489879-22491533,miR-29b-1-5p
chr1:22489879-22491533,miR-302b-5p
chr1:22489879-22491533,miR-302d-5p
chr1:22489879-22491533,miR-3064-5p
chr1:22489879-22491533,miR-3065-3p
chr1:22489879-22491533,miR-30b-3p
chr1:22489879-22491533,miR-30c-1-3p
chr1:22489879-22491533,miR-30c-2-3p
chr1:22489879-22491533,miR-3120-5p
chr1:22489879-22491533,miR-3125
chr1:22489879-22491533,miR-3137
chr1:22489879-22491533,miR-3138
chr1:22489879-22491533,miR-3150a-3p
chr1:22489879-22491533,miR-3150b-3p
chr1:22489879-22491533,miR-3152-5p
chr1:22489879-22491533,miR-3154
chr1:22489879-22491533,miR-3160-5p
chr1:22489879-22491533,miR-3167
chr1:22489879-22491533,miR-3170
chr1:22489879-22491533,miR-3173-3p
chr1:22489879-22491533,miR-3175
chr1:22489879-22491533,miR-3177-5p
chr1:22489879-22491533,miR-3180-5p
chr1:22489879-22491533,miR-3182
chr1:22489879-22491533,miR-3183
chr1:22489879-22491533,miR-3183
chr1:22489879-22491533,miR-3184-3p
chr1:22489879-22491533,miR-3188
chr1:22489879-22491533,miR-3189-5p
chr1:22489879-22491533,miR-3191-5p
chr1:22489879-22491533,miR-3200-5p
chr1:22489879-22491533,miR-324-3p
chr1:22489879-22491533,miR-326
chr1:22489879-22491533,miR-330-5p
chr1:22489879-22491533,miR-331-3p
chr1:22489879-22491533,miR-335-5p
chr1:22489879-22491533,miR-338-3p
chr1:22489879-22491533,miR-345-3p
chr1:22489879-22491533,miR-346
chr1:22489879-22491533,miR-3605-5p
chr1:22489879-22491533,miR-3606-3p
chr1:22489879-22491533,miR-3619-5p
chr1:22489879-22491533,miR-3620-5p
chr1:22489879-22491533,miR-3622a-3p
chr1:22489879-22491533,miR-3653-5p
chr1:22489879-22491533,miR-3667-3p
chr1:22489879-22491533,miR-3679-5p
chr1:22489879-22491533,miR-3689-3p
chr1:22489879-22491533,miR-3690
chr1:22489879-22491533,miR-377-3p
chr1:22489879-22491533,miR-378g
chr1:22489879-22491533,miR-382-5p
chr1:22489879-22491533,miR-3916
chr1:22489879-22491533,miR-3916
chr1:22489879-22491533,miR-3918
chr1:22489879-22491533,miR-3921
chr1:22489879-22491533,miR-3928-3p
chr1:22489879-22491533,miR-3934-5p
chr1:22489879-22491533,miR-3941
chr1:22489879-22491533,miR-3942-3p
chr1:22489879-22491533,miR-3942-3p
chr1:22489879-22491533,miR-3975
chr1:22489879-22491533,miR-4251
chr1:22489879-22491533,miR-4254
chr1:22489879-22491533,miR-4255
chr1:22489879-22491533,miR-4259
chr1:22489879-22491533,miR-4259
chr1:22489879-22491533,miR-4264
chr1:22489879-22491533,miR-4268
chr1:22489879-22491533,miR-4271
chr1:22489879-22491533,miR-4279
chr1:22489879-22491533,miR-4279
chr1:22489879-22491533,miR-4282
chr1:22489879-22491533,miR-4283
chr1:22489879-22491533,miR-4284
chr1:22489879-22491533,miR-4288
chr1:22489879-22491533,miR-4294
chr1:22489879-22491533,miR-4300
chr1:22489879-22491533,miR-4308
chr1:22489879-22491533,miR-4313
chr1:22489879-22491533,miR-432-5p
chr1:22489879-22491533,miR-4327
chr1:22489879-22491533,miR-4329
chr1:22489879-22491533,miR-4419a
chr1:22489879-22491533,miR-4421
chr1:22489879-22491533,miR-4428
chr1:22489879-22491533,miR-4428
chr1:22489879-22491533,miR-4433b-3p
chr1:22489879-22491533,miR-4434
chr1:22489879-22491533,miR-4436a
chr1:22489879-22491533,miR-4437
chr1:22489879-22491533,miR-4448
chr1:22489879-22491533,miR-4457
chr1:22489879-22491533,miR-4459
chr1:22489879-22491533,miR-4463
chr1:22489879-22491533,miR-4464
chr1:22489879-22491533,miR-4492
chr1:22489879-22491533,miR-4498
chr1:22489879-22491533,miR-4508
chr1:22489879-22491533,miR-4509
chr1:22489879-22491533,miR-450a-1-3p
chr1:22489879-22491533,miR-450a-2-3p
chr1:22489879-22491533,miR-450b-5p
chr1:22489879-22491533,miR-4510
chr1:22489879-22491533,miR-4511
chr1:22489879-22491533,miR-4516
chr1:22489879-22491533,miR-452-5p
chr1:22489879-22491533,miR-4521
chr1:22489879-22491533,miR-4527
chr1:22489879-22491533,miR-4530
chr1:22489879-22491533,miR-4531
chr1:22489879-22491533,miR-4534
chr1:22489879-22491533,miR-4535
chr1:22489879-22491533,miR-4539
chr1:22489879-22491533,miR-4639-5p
chr1:22489879-22491533,miR-4648
chr1:22489879-22491533,miR-4653-5p
chr1:22489879-22491533,miR-4654
chr1:22489879-22491533,miR-4656
chr1:22489879-22491533,miR-4659a-3p
chr1:22489879-22491533,miR-4659b-3p
chr1:22489879-22491533,miR-4660
chr1:22489879-22491533,miR-4667-3p
chr1:22489879-22491533,miR-4667-5p
chr1:22489879-22491533,miR-4672
chr1:22489879-22491533,miR-4675
chr1:22489879-22491533,miR-4683
chr1:22489879-22491533,miR-4685-5p
chr1:22489879-22491533,miR-4695-3p
chr1:22489879-22491533,miR-4695-5p
chr1:22489879-22491533,miR-4700-5p
chr1:22489879-22491533,miR-4703-3p
chr1:22489879-22491533,miR-4705
chr1:22489879-22491533,miR-4711-3p
chr1:22489879-22491533,miR-4715-5p
chr1:22489879-22491533,miR-4715-5p
chr1:22489879-22491533,miR-4716-3p
chr1:22489879-22491533,miR-4719
chr1:22489879-22491533,miR-4723-3p
chr1:22489879-22491533,miR-4723-3p
chr1:22489879-22491533,miR-4725-3p
chr1:22489879-22491533,miR-4725-5p
chr1:22489879-22491533,miR-4728-5p
chr1:22489879-22491533,miR-4731-3p
chr1:22489879-22491533,miR-4731-5p
chr1:22489879-22491533,miR-4738-3p
chr1:22489879-22491533,miR-4741
chr1:22489879-22491533,miR-4747-5p
chr1:22489879-22491533,miR-4748
chr1:22489879-22491533,miR-4750-3p
chr1:22489879-22491533,miR-4758-3p
chr1:22489879-22491533,miR-4762-3p
chr1:22489879-22491533,miR-4769-5p
chr1:22489879-22491533,miR-4770
chr1:22489879-22491533,miR-4774-3p
chr1:22489879-22491533,miR-4775
chr1:22489879-22491533,miR-4777-5p
chr1:22489879-22491533,miR-4778-3p
chr1:22489879-22491533,miR-4779
chr1:22489879-22491533,miR-4793-5p
chr1:22489879-22491533,miR-4794
chr1:22489879-22491533,miR-4797-5p
chr1:22489879-22491533,miR-4800-5p
chr1:22489879-22491533,miR-4801
chr1:22489879-22491533,miR-483-3p.1
chr1:22489879-22491533,miR-485-5p
chr1:22489879-22491533,miR-488-3p
chr1:22489879-22491533,miR-492
chr1:22489879-22491533,miR-493-5p
chr1:22489879-22491533,miR-499a-3p
chr1:22489879-22491533,miR-5000-3p
chr1:22489879-22491533,miR-5001-5p
chr1:22489879-22491533,miR-5004-5p
chr1:22489879-22491533,miR-5008-3p
chr1:22489879-22491533,miR-502-5p
chr1:22489879-22491533,miR-504-5p
chr1:22489879-22491533,miR-5047
chr1:22489879-22491533,miR-507
chr1:22489879-22491533,miR-5090
chr1:22489879-22491533,miR-511-3p
chr1:22489879-22491533,miR-511-5p
chr1:22489879-22491533,miR-511-5p
chr1:22489879-22491533,miR-513a-3p
chr1:22489879-22491533,miR-513a-5p
chr1:22489879-22491533,miR-513c-3p
chr1:22489879-22491533,miR-513c-5p
chr1:22489879-22491533,miR-514b-5p
chr1:22489879-22491533,miR-516a-3p
chr1:22489879-22491533,miR-516b-3p
chr1:22489879-22491533,miR-518c-5p
chr1:22489879-22491533,miR-518d-5p
chr1:22489879-22491533,miR-518e-5p
chr1:22489879-22491533,miR-518f-5p
chr1:22489879-22491533,miR-5192
chr1:22489879-22491533,miR-5193
chr1:22489879-22491533,miR-5196-5p
chr1:22489879-22491533,miR-519a-5p
chr1:22489879-22491533,miR-519b-5p
chr1:22489879-22491533,miR-519c-5p
chr1:22489879-22491533,miR-520c-5p
chr1:22489879-22491533,miR-522-3p
chr1:22489879-22491533,miR-522-5p
chr1:22489879-22491533,miR-523-5p
chr1:22489879-22491533,miR-526a
chr1:22489879-22491533,miR-541-5p
chr1:22489879-22491533,miR-544a
chr1:22489879-22491533,miR-544a-3p
chr1:22489879-22491533,miR-548a-3p
chr1:22489879-22491533,miR-548ac
chr1:22489879-22491533,miR-548ae-3p
chr1:22489879-22491533,miR-548ah-3p
chr1:22489879-22491533,miR-548aj-3p
chr1:22489879-22491533,miR-548am-3p
chr1:22489879-22491533,miR-548ao-5p
chr1:22489879-22491533,miR-548aq-3p
chr1:22489879-22491533,miR-548ar-3p
chr1:22489879-22491533,miR-548ax
chr1:22489879-22491533,miR-548az-3p
chr1:22489879-22491533,miR-548bb-3p
chr1:22489879-22491533,miR-548d-3p
chr1:22489879-22491533,miR-548e-3p
chr1:22489879-22491533,miR-548f-3p
chr1:22489879-22491533,miR-548h-3p
chr1:22489879-22491533,miR-548j-3p
chr1:22489879-22491533,miR-548x-3p
chr1:22489879-22491533,miR-548z
chr1:22489879-22491533,miR-555
chr1:22489879-22491533,miR-557
chr1:22489879-22491533,miR-5579-5p
chr1:22489879-22491533,miR-5582-3p
chr1:22489879-22491533,miR-5586-5p
chr1:22489879-22491533,miR-5591-5p
chr1:22489879-22491533,miR-5680
chr1:22489879-22491533,miR-5683
chr1:22489879-22491533,miR-5690
chr1:22489879-22491533,miR-5691
chr1:22489879-22491533,miR-5699-3p
chr1:22489879-22491533,miR-5699-5p
chr1:22489879-22491533,miR-5703
chr1:22489879-22491533,miR-571
chr1:22489879-22491533,miR-571
chr1:22489879-22491533,miR-576-3p
chr1:22489879-22491533,miR-582-5p
chr1:22489879-22491533,miR-590-3p
chr1:22489879-22491533,miR-593-3p
chr1:22489879-22491533,miR-597-3p
chr1:22489879-22491533,miR-6088
chr1:22489879-22491533,miR-6127
chr1:22489879-22491533,miR-6129
chr1:22489879-22491533,miR-6130
chr1:22489879-22491533,miR-6131
chr1:22489879-22491533,miR-6133
chr1:22489879-22491533,miR-620
chr1:22489879-22491533,miR-625-5p
chr1:22489879-22491533,miR-632
chr1:22489879-22491533,miR-636
chr1:22489879-22491533,miR-637
chr1:22489879-22491533,miR-646
chr1:22489879-22491533,miR-6504-5p
chr1:22489879-22491533,miR-6508-5p
chr1:22489879-22491533,miR-6508-5p
chr1:22489879-22491533,miR-6510-5p
chr1:22489879-22491533,miR-6511a-3p
chr1:22489879-22491533,miR-6511b-3p
chr1:22489879-22491533,miR-6515-3p
chr1:22489879-22491533,miR-6516-5p
chr1:22489879-22491533,miR-652-3p
chr1:22489879-22491533,miR-659-5p
chr1:22489879-22491533,miR-660-3p
chr1:22489879-22491533,miR-664a-5p
chr1:22489879-22491533,miR-664b-3p
chr1:22489879-22491533,miR-670-3p
chr1:22489879-22491533,miR-670-3p
chr1:22489879-22491533,miR-671-3p
chr1:22489879-22491533,miR-6716-3p
chr1:22489879-22491533,miR-6722-3p
chr1:22489879-22491533,miR-6722-5p
chr1:22489879-22491533,miR-6726-5p
chr1:22489879-22491533,miR-6727-5p
chr1:22489879-22491533,miR-6731-5p
chr1:22489879-22491533,miR-6732-3p
chr1:22489879-22491533,miR-6737-3p
chr1:22489879-22491533,miR-6740-3p
chr1:22489879-22491533,miR-6740-3p
chr1:22489879-22491533,miR-6742-3p
chr1:22489879-22491533,miR-6748-3p
chr1:22489879-22491533,miR-6758-5p
chr1:22489879-22491533,miR-6759-3p
chr1:22489879-22491533,miR-6760-5p
chr1:22489879-22491533,miR-6761-5p
chr1:22489879-22491533,miR-6762-3p
chr1:22489879-22491533,miR-6763-5p
chr1:22489879-22491533,miR-6764-3p
chr1:22489879-22491533,miR-6765-5p
chr1:22489879-22491533,miR-6769b-3p
chr1:22489879-22491533,miR-6769b-3p
chr1:22489879-22491533,miR-6770-5p
chr1:22489879-22491533,miR-6771-3p
chr1:22489879-22491533,miR-6772-3p
chr1:22489879-22491533,miR-6773-5p
chr1:22489879-22491533,miR-6775-5p
chr1:22489879-22491533,miR-6778-5p
chr1:22489879-22491533,miR-6779-3p
chr1:22489879-22491533,miR-6779-5p
chr1:22489879-22491533,miR-6780a-3p
chr1:22489879-22491533,miR-6780a-3p
chr1:22489879-22491533,miR-6780a-5p
chr1:22489879-22491533,miR-6780b-5p
chr1:22489879-22491533,miR-6783-3p
chr1:22489879-22491533,miR-6785-5p
chr1:22489879-22491533,miR-6787-3p
chr1:22489879-22491533,miR-6788-5p
chr1:22489879-22491533,miR-6794-5p
chr1:22489879-22491533,miR-6795-5p
chr1:22489879-22491533,miR-6798-5p
chr1:22489879-22491533,miR-6801-5p
chr1:22489879-22491533,miR-6807-3p
chr1:22489879-22491533,miR-6809-3p
chr1:22489879-22491533,miR-6810-5p
chr1:22489879-22491533,miR-6815-3p
chr1:22489879-22491533,miR-6818-3p
chr1:22489879-22491533,miR-6822-3p
chr1:22489879-22491533,miR-6823-5p
chr1:22489879-22491533,miR-6824-3p
chr1:22489879-22491533,miR-6825-5p
chr1:22489879-22491533,miR-6829-5p
chr1:22489879-22491533,miR-6830-3p
chr1:22489879-22491533,miR-6836-3p
chr1:22489879-22491533,miR-6841-3p
chr1:22489879-22491533,miR-6845-3p
chr1:22489879-22491533,miR-6845-3p
chr1:22489879-22491533,miR-6848-5p
chr1:22489879-22491533,miR-6852-5p
chr1:22489879-22491533,miR-6855-5p
chr1:22489879-22491533,miR-6856-5p
chr1:22489879-22491533,miR-6857-5p
chr1:22489879-22491533,miR-6859-5p
chr1:22489879-22491533,miR-6861-3p
chr1:22489879-22491533,miR-6861-5p
chr1:22489879-22491533,miR-6866-3p
chr1:22489879-22491533,miR-6868-3p
chr1:22489879-22491533,miR-6868-5p
chr1:22489879-22491533,miR-6875-3p
chr1:22489879-22491533,miR-6878-5p
chr1:22489879-22491533,miR-6881-3p
chr1:22489879-22491533,miR-6881-3p
chr1:22489879-22491533,miR-6882-5p
chr1:22489879-22491533,miR-6883-5p
chr1:22489879-22491533,miR-6884-5p
chr1:22489879-22491533,miR-6887-5p
chr1:22489879-22491533,miR-6888-5p
chr1:22489879-22491533,miR-6888-5p
chr1:22489879-22491533,miR-6889-3p
chr1:22489879-22491533,miR-6891-5p
chr1:22489879-22491533,miR-708-3p
chr1:22489879-22491533,miR-7106-5p
chr1:22489879-22491533,miR-7111-3p
chr1:22489879-22491533,miR-7111-3p
chr1:22489879-22491533,miR-7111-5p
chr1:22489879-22491533,miR-7114-5p
chr1:22489879-22491533,miR-7154-3p
chr1:22489879-22491533,miR-7155-5p
chr1:22489879-22491533,miR-7156-3p
chr1:22489879-22491533,miR-7157-3p
chr1:22489879-22491533,miR-7159-5p
chr1:22489879-22491533,miR-7160-3p
chr1:22489879-22491533,miR-7162-5p
chr1:22489879-22491533,miR-759
chr1:22489879-22491533,miR-760
chr1:22489879-22491533,miR-761
chr1:22489879-22491533,miR-762
chr1:22489879-22491533,miR-7641
chr1:22489879-22491533,miR-765
chr1:22489879-22491533,miR-766-3p
chr1:22489879-22491533,miR-767-3p
chr1:22489879-22491533,miR-7844-5p
chr1:22489879-22491533,miR-7974
chr1:22489879-22491533,miR-7976
chr1:22489879-22491533,miR-8057
chr1:22489879-22491533,miR-8066
chr1:22489879-22491533,miR-8067
chr1:22489879-22491533,miR-8067
chr1:22489879-22491533,miR-8082
chr1:22489879-22491533,miR-8085
chr1:22489879-22491533,miR-8089
chr1:22489879-22491533,miR-876-5p
chr1:22489879-22491533,miR-877-3p
chr1:22489879-22491533,miR-885-3p
chr1:22489879-22491533,miR-887-5p
chr1:22489879-22491533,miR-920
chr1:22489879-22491533,miR-939-3p
chr1:22489879-22491533,miR-939-5p
chr1:22489879-22491533,miR-942-5p
chr1:22489879-22491533,miR-98-3p
chr1:22489879-22491533,miR-let-7a-3p
chr1:22489879-22491533,miR-let-7b-3p
chr1:22489879-22491533,miR-let-7f-1-3p
chr1:23030468-23059167,miR-100-3p
chr1:23030468-23059167,miR-103a-2-5p
chr1:23030468-23059167,miR-105-5p
chr1:23030468-23059167,miR-106-5p
chr1:23030468-23059167,miR-106a-5p
chr1:23030468-23059167,miR-106b-5p
chr1:23030468-23059167,miR-1207-3p
chr1:23030468-23059167,miR-1208
chr1:23030468-23059167,miR-1226-5p
chr1:23030468-23059167,miR-1228-3p
chr1:23030468-23059167,miR-1236-3p
chr1:23030468-23059167,miR-1237-3p
chr1:23030468-23059167,miR-1244
chr1:23030468-23059167,miR-1248
chr1:23030468-23059167,miR-1249-5p
chr1:23030468-23059167,miR-1250-3p
chr1:23030468-23059167,miR-1251-3p
chr1:23030468-23059167,miR-1256
chr1:23030468-23059167,miR-125a-3p
chr1:23030468-23059167,miR-125a-5p
chr1:23030468-23059167,miR-125b-5p
chr1:23030468-23059167,miR-1266-3p
chr1:23030468-23059167,miR-1270
chr1:23030468-23059167,miR-1271-5p
chr1:23030468-23059167,miR-1273e
chr1:23030468-23059167,miR-1273f
chr1:23030468-23059167,miR-1273g-3p
chr1:23030468-23059167,miR-1273h-5p
chr1:23030468-23059167,miR-1275
chr1:23030468-23059167,miR-1287-3p
chr1:23030468-23059167,miR-129-5p
chr1:23030468-23059167,miR-1293
chr1:23030468-23059167,miR-1298-3p
chr1:23030468-23059167,miR-1299
chr1:23030468-23059167,miR-1306-3p
chr1:23030468-23059167,miR-1323
chr1:23030468-23059167,miR-136-5p
chr1:23030468-23059167,miR-140-3p
chr1:23030468-23059167,miR-140-3p.2
chr1:23030468-23059167,miR-142-5p
chr1:23030468-23059167,miR-143-3p
chr1:23030468-23059167,miR-144-3p
chr1:23030468-23059167,miR-1468-3p
chr1:23030468-23059167,miR-1470
chr1:23030468-23059167,miR-147b
chr1:23030468-23059167,miR-152-5p
chr1:23030468-23059167,miR-153-5p
chr1:23030468-23059167,miR-17-3p
chr1:23030468-23059167,miR-17-5p
chr1:23030468-23059167,miR-181a-2-3p
chr1:23030468-23059167,miR-182-3p
chr1:23030468-23059167,miR-182-5p
chr1:23030468-23059167,miR-185-3p
chr1:23030468-23059167,miR-185-5p
chr1:23030468-23059167,miR-18a-5p
chr1:23030468-23059167,miR-18b-5p
chr1:23030468-23059167,miR-1914-3p
chr1:23030468-23059167,miR-193a-5p
chr1:23030468-23059167,miR-193b-5p
chr1:23030468-23059167,miR-196-5p
chr1:23030468-23059167,miR-196a-3p
chr1:23030468-23059167,miR-197-5p
chr1:23030468-23059167,miR-1976
chr1:23030468-23059167,miR-20-5p
chr1:23030468-23059167,miR-200b-3p
chr1:23030468-23059167,miR-200bc-3p
chr1:23030468-23059167,miR-200c-3p
chr1:23030468-23059167,miR-203a-3p.2
chr1:23030468-23059167,miR-208-5p
chr1:23030468-23059167,miR-20a-5p
chr1:23030468-23059167,miR-20b-5p
chr1:23030468-23059167,miR-2115-5p
chr1:23030468-23059167,miR-214-5p
chr1:23030468-23059167,miR-218-2-3p
chr1:23030468-23059167,miR-219a-5p
chr1:23030468-23059167,miR-22-5p
chr1:23030468-23059167,miR-221-3p
chr1:23030468-23059167,miR-222-3p
chr1:23030468-23059167,miR-2681-5p
chr1:23030468-23059167,miR-26b-3p
chr1:23030468-23059167,miR-299-3p
chr1:23030468-23059167,miR-30b-3p
chr1:23030468-23059167,miR-3121-5p
chr1:23030468-23059167,miR-3124-3p
chr1:23030468-23059167,miR-3126-3p
chr1:23030468-23059167,miR-3132
chr1:23030468-23059167,miR-3138
chr1:23030468-23059167,miR-3151-5p
chr1:23030468-23059167,miR-3152-5p
chr1:23030468-23059167,miR-3155a
chr1:23030468-23059167,miR-3155b
chr1:23030468-23059167,miR-3156-5p
chr1:23030468-23059167,miR-3160-5p
chr1:23030468-23059167,miR-3161
chr1:23030468-23059167,miR-3182
chr1:23030468-23059167,miR-3182
chr1:23030468-23059167,miR-3184-5p
chr1:23030468-23059167,miR-3187-3p
chr1:23030468-23059167,miR-3187-3p
chr1:23030468-23059167,miR-3187-3p
chr1:23030468-23059167,miR-3191-5p
chr1:23030468-23059167,miR-3192-5p
chr1:23030468-23059167,miR-3200-5p
chr1:23030468-23059167,miR-320a
chr1:23030468-23059167,miR-320b
chr1:23030468-23059167,miR-320c
chr1:23030468-23059167,miR-320d
chr1:23030468-23059167,miR-323b-5p
chr1:23030468-23059167,miR-329-5p
chr1:23030468-23059167,miR-331-5p
chr1:23030468-23059167,miR-335-3p
chr1:23030468-23059167,miR-337-3p
chr1:23030468-23059167,miR-33b-3p
chr1:23030468-23059167,miR-340-3p
chr1:23030468-23059167,miR-34c-3p
chr1:23030468-23059167,miR-3613-3p
chr1:23030468-23059167,miR-3617-5p
chr1:23030468-23059167,miR-3622a-3p
chr1:23030468-23059167,miR-3622b-3p
chr1:23030468-23059167,miR-365-3p
chr1:23030468-23059167,miR-3662
chr1:23030468-23059167,miR-3667-5p
chr1:23030468-23059167,miR-3682-5p
chr1:23030468-23059167,miR-3688-5p
chr1:23030468-23059167,miR-3689-3p
chr1:23030468-23059167,miR-369-3p
chr1:23030468-23059167,miR-370-3p
chr1:23030468-23059167,miR-372-5p
chr1:23030468-23059167,miR-374a-5p
chr1:23030468-23059167,miR-374b-5p
chr1:23030468-23059167,miR-376c-3p
chr1:23030468-23059167,miR-377-5p
chr1:23030468-23059167,miR-377-5p
chr1:23030468-23059167,miR-379-5p
chr1:23030468-23059167,miR-383-5p.2
chr1:23030468-23059167,miR-383-5p.2
chr1:23030468-23059167,miR-3913-3p
chr1:23030468-23059167,miR-3926
chr1:23030468-23059167,miR-3926
chr1:23030468-23059167,miR-3926
chr1:23030468-23059167,miR-3927-3p
chr1:23030468-23059167,miR-3928-3p
chr1:23030468-23059167,miR-3934-5p
chr1:23030468-23059167,miR-3938
chr1:23030468-23059167,miR-3945
chr1:23030468-23059167,miR-3978
chr1:23030468-23059167,miR-410-5p
chr1:23030468-23059167,miR-411-5p.1
chr1:23030468-23059167,miR-423-5p
chr1:23030468-23059167,miR-4251
chr1:23030468-23059167,miR-4251
chr1:23030468-23059167,miR-4253
chr1:23030468-23059167,miR-4259
chr1:23030468-23059167,miR-4271
chr1:23030468-23059167,miR-4283
chr1:23030468-23059167,miR-4284
chr1:23030468-23059167,miR-429
chr1:23030468-23059167,miR-429
chr1:23030468-23059167,miR-4290
chr1:23030468-23059167,miR-4292
chr1:23030468-23059167,miR-4293
chr1:23030468-23059167,miR-4301
chr1:23030468-23059167,miR-4302
chr1:23030468-23059167,miR-4303
chr1:23030468-23059167,miR-4303
chr1:23030468-23059167,miR-4306
chr1:23030468-23059167,miR-4308
chr1:23030468-23059167,miR-4314
chr1:23030468-23059167,miR-4324
chr1:23030468-23059167,miR-4327
chr1:23030468-23059167,miR-4329
chr1:23030468-23059167,miR-4329
chr1:23030468-23059167,miR-4418
chr1:23030468-23059167,miR-4421
chr1:23030468-23059167,miR-4423-5p
chr1:23030468-23059167,miR-4427
chr1:23030468-23059167,miR-4432
chr1:23030468-23059167,miR-4435
chr1:23030468-23059167,miR-4435
chr1:23030468-23059167,miR-4435
chr1:23030468-23059167,miR-4438
chr1:23030468-23059167,miR-4447
chr1:23030468-23059167,miR-4451
chr1:23030468-23059167,miR-4472
chr1:23030468-23059167,miR-4474-3p
chr1:23030468-23059167,miR-4480
chr1:23030468-23059167,miR-4480
chr1:23030468-23059167,miR-4480
chr1:23030468-23059167,miR-4483
chr1:23030468-23059167,miR-4489
chr1:23030468-23059167,miR-4491
chr1:23030468-23059167,miR-4504
chr1:23030468-23059167,miR-450a-5p
chr1:23030468-23059167,miR-452-3p
chr1:23030468-23059167,miR-4522
chr1:23030468-23059167,miR-4524a-3p
chr1:23030468-23059167,miR-4525
chr1:23030468-23059167,miR-4531
chr1:23030468-23059167,miR-4635
chr1:23030468-23059167,miR-4642
chr1:23030468-23059167,miR-4644
chr1:23030468-23059167,miR-4650-3p
chr1:23030468-23059167,miR-4651
chr1:23030468-23059167,miR-4657
chr1:23030468-23059167,miR-4659a-3p
chr1:23030468-23059167,miR-4659b-3p
chr1:23030468-23059167,miR-4665-5p
chr1:23030468-23059167,miR-4667-3p
chr1:23030468-23059167,miR-4691-3p
chr1:23030468-23059167,miR-4699-3p
chr1:23030468-23059167,miR-4701-5p
chr1:23030468-23059167,miR-4708-5p
chr1:23030468-23059167,miR-4712-3p
chr1:23030468-23059167,miR-4715-5p
chr1:23030468-23059167,miR-4723-5p
chr1:23030468-23059167,miR-4724-3p
chr1:23030468-23059167,miR-4725-3p
chr1:23030468-23059167,miR-4732-5p
chr1:23030468-23059167,miR-4735-3p
chr1:23030468-23059167,miR-4743-3p
chr1:23030468-23059167,miR-4755-5p
chr1:23030468-23059167,miR-4762-3p
chr1:23030468-23059167,miR-4768-5p
chr1:23030468-23059167,miR-4772-5p
chr1:23030468-23059167,miR-4774-3p
chr1:23030468-23059167,miR-4778-3p
chr1:23030468-23059167,miR-4786-3p
