hg38,miRNA
chr2:199368604-199381820,miR-5194
chr2:199368604-199381820,miR-519e-3p
chr2:199368604-199381820,miR-520-3p
chr2:199368604-199381820,miR-532-3p
chr2:199368604-199381820,miR-532-3p
chr2:199368604-199381820,miR-542-3p
chr2:199368604-199381820,miR-548a-5p
chr2:199368604-199381820,miR-548ab
chr2:199368604-199381820,miR-548ad-5p
chr2:199368604-199381820,miR-548ae-5p
chr2:199368604-199381820,miR-548ak
chr2:199368604-199381820,miR-548am-5p
chr2:199368604-199381820,miR-548ap-5p
chr2:199368604-199381820,miR-548aq-5p
chr2:199368604-199381820,miR-548ar-5p
chr2:199368604-199381820,miR-548as-3p
chr2:199368604-199381820,miR-548as-5p
chr2:199368604-199381820,miR-548au-5p
chr2:199368604-199381820,miR-548av-5p
chr2:199368604-199381820,miR-548ay-5p
chr2:199368604-199381820,miR-548az-5p
chr2:199368604-199381820,miR-548b-5p
chr2:199368604-199381820,miR-548bb-5p
chr2:199368604-199381820,miR-548c-5p
chr2:199368604-199381820,miR-548d-5p
chr2:199368604-199381820,miR-548h-5p
chr2:199368604-199381820,miR-548i
chr2:199368604-199381820,miR-548j-5p
chr2:199368604-199381820,miR-548k
chr2:199368604-199381820,miR-548l
chr2:199368604-199381820,miR-548n
chr2:199368604-199381820,miR-548o-5p
chr2:199368604-199381820,miR-548t-5p
chr2:199368604-199381820,miR-548w
chr2:199368604-199381820,miR-548y
chr2:199368604-199381820,miR-5579-5p
chr2:199368604-199381820,miR-5583-5p
chr2:199368604-199381820,miR-559
chr2:199368604-199381820,miR-5681b
chr2:199368604-199381820,miR-5690
chr2:199368604-199381820,miR-5691
chr2:199368604-199381820,miR-5698
chr2:199368604-199381820,miR-5698
chr2:199368604-199381820,miR-576-5p
chr2:199368604-199381820,miR-578
chr2:199368604-199381820,miR-584-3p
chr2:199368604-199381820,miR-584-3p
chr2:199368604-199381820,miR-6079
chr2:199368604-199381820,miR-6134
chr2:199368604-199381820,miR-616-5p
chr2:199368604-199381820,miR-617
chr2:199368604-199381820,miR-619-5p
chr2:199368604-199381820,miR-625-5p
chr2:199368604-199381820,miR-628-3p
chr2:199368604-199381820,miR-628-5p
chr2:199368604-199381820,miR-629-3p
chr2:199368604-199381820,miR-642a-3p
chr2:199368604-199381820,miR-642a-5p
chr2:199368604-199381820,miR-642b-3p
chr2:199368604-199381820,miR-643
chr2:199368604-199381820,miR-6499-3p
chr2:199368604-199381820,miR-6505-3p
chr2:199368604-199381820,miR-6506-5p
chr2:199368604-199381820,miR-6509-3p
chr2:199368604-199381820,miR-6513-3p
chr2:199368604-199381820,miR-6513-5p
chr2:199368604-199381820,miR-6516-3p
chr2:199368604-199381820,miR-656-5p
chr2:199368604-199381820,miR-665
chr2:199368604-199381820,miR-6715a-3p
chr2:199368604-199381820,miR-6715b-3p
chr2:199368604-199381820,miR-6730-3p
chr2:199368604-199381820,miR-6730-5p
chr2:199368604-199381820,miR-6731-5p
chr2:199368604-199381820,miR-6731-5p
chr2:199368604-199381820,miR-6731-5p
chr2:199368604-199381820,miR-6732-3p
chr2:199368604-199381820,miR-6732-5p
chr2:199368604-199381820,miR-6733-3p
chr2:199368604-199381820,miR-6734-3p
chr2:199368604-199381820,miR-6734-5p
chr2:199368604-199381820,miR-6734-5p
chr2:199368604-199381820,miR-6738-5p
chr2:199368604-199381820,miR-6740-5p
chr2:199368604-199381820,miR-6744-5p
chr2:199368604-199381820,miR-6745
chr2:199368604-199381820,miR-6758-5p
chr2:199368604-199381820,miR-6760-5p
chr2:199368604-199381820,miR-6764-3p
chr2:199368604-199381820,miR-6769b-3p
chr2:199368604-199381820,miR-6771-3p
chr2:199368604-199381820,miR-6773-3p
chr2:199368604-199381820,miR-6773-3p
chr2:199368604-199381820,miR-6779-5p
chr2:199368604-199381820,miR-6780a-5p
chr2:199368604-199381820,miR-6785-5p
chr2:199368604-199381820,miR-6788-5p
chr2:199368604-199381820,miR-6792-5p
chr2:199368604-199381820,miR-6794-5p
chr2:199368604-199381820,miR-6794-5p
chr2:199368604-199381820,miR-6795-3p
chr2:199368604-199381820,miR-6802-5p
chr2:199368604-199381820,miR-6804-5p
chr2:199368604-199381820,miR-6805-3p
chr2:199368604-199381820,miR-6805-5p
chr2:199368604-199381820,miR-6814-5p
chr2:199368604-199381820,miR-6815-5p
chr2:199368604-199381820,miR-6824-3p
chr2:199368604-199381820,miR-6825-5p
chr2:199368604-199381820,miR-6834-5p
chr2:199368604-199381820,miR-6840-3p
chr2:199368604-199381820,miR-6845-3p
chr2:199368604-199381820,miR-6850-5p
chr2:199368604-199381820,miR-6851-5p
chr2:199368604-199381820,miR-6856-5p
chr2:199368604-199381820,miR-6865-5p
chr2:199368604-199381820,miR-6867-3p
chr2:199368604-199381820,miR-6870-5p
chr2:199368604-199381820,miR-6870-5p
chr2:199368604-199381820,miR-6873-5p
chr2:199368604-199381820,miR-6875-3p
chr2:199368604-199381820,miR-6878-5p
chr2:199368604-199381820,miR-6878-5p
chr2:199368604-199381820,miR-6878-5p
chr2:199368604-199381820,miR-6880-5p
chr2:199368604-199381820,miR-6883-5p
chr2:199368604-199381820,miR-6886-5p
chr2:199368604-199381820,miR-6887-3p
chr2:199368604-199381820,miR-6888-3p
chr2:199368604-199381820,miR-6892-3p
chr2:199368604-199381820,miR-6892-3p
chr2:199368604-199381820,miR-7111-5p
chr2:199368604-199381820,miR-7111-5p
chr2:199368604-199381820,miR-7156-5p
chr2:199368604-199381820,miR-7162-3p
chr2:199368604-199381820,miR-7515
chr2:199368604-199381820,miR-766-3p
chr2:199368604-199381820,miR-7856-5p
chr2:199368604-199381820,miR-7977
chr2:199368604-199381820,miR-8054
chr2:199368604-199381820,miR-8055
chr2:199368604-199381820,miR-8069
chr2:199368604-199381820,miR-8071
chr2:199368604-199381820,miR-8073
chr2:199368604-199381820,miR-8085
chr2:199368604-199381820,miR-8085
chr2:199368604-199381820,miR-8085
chr2:199368604-199381820,miR-877-3p
chr2:199368604-199381820,miR-887-5p
chr2:199368604-199381820,miR-891a-3p
chr2:199368604-199381820,miR-9-5p
chr2:199368604-199381820,miR-939-5p
chr2:199368604-199381820,miR-95-3p
chr2:63484603-63571626,let-7d-3p
chr2:63484603-63571626,miR-103a-2-5p
chr2:63484603-63571626,miR-103b
chr2:63484603-63571626,miR-105-5p
chr2:63484603-63571626,miR-1178-3p
chr2:63484603-63571626,miR-1178-5p
chr2:63484603-63571626,miR-1179
chr2:63484603-63571626,miR-1180-5p
chr2:63484603-63571626,miR-1185-3p
chr2:63484603-63571626,miR-1193
chr2:63484603-63571626,miR-1197
chr2:63484603-63571626,miR-1199-3p
chr2:63484603-63571626,miR-1199-5p
chr2:63484603-63571626,miR-1202
chr2:63484603-63571626,miR-1204
chr2:63484603-63571626,miR-1207-3p
chr2:63484603-63571626,miR-1207-5p
chr2:63484603-63571626,miR-122-3p
chr2:63484603-63571626,miR-122-5p
chr2:63484603-63571626,miR-1224-3p
chr2:63484603-63571626,miR-1224-5p
chr2:63484603-63571626,miR-1225-3p
chr2:63484603-63571626,miR-1225-5p
chr2:63484603-63571626,miR-1226-5p
chr2:63484603-63571626,miR-1227-3p
chr2:63484603-63571626,miR-1227-5p
chr2:63484603-63571626,miR-1228-5p
chr2:63484603-63571626,miR-1229-5p
chr2:63484603-63571626,miR-1233-5p
chr2:63484603-63571626,miR-1234-3p
chr2:63484603-63571626,miR-1236-5p
chr2:63484603-63571626,miR-1237-3p
chr2:63484603-63571626,miR-1237-5p
chr2:63484603-63571626,miR-1238-3p
chr2:63484603-63571626,miR-124-3p.1
chr2:63484603-63571626,miR-124-3p.2
chr2:63484603-63571626,miR-124-5p
chr2:63484603-63571626,miR-1245b-5p
chr2:63484603-63571626,miR-1248
chr2:63484603-63571626,miR-1249-5p
chr2:63484603-63571626,miR-1250-5p
chr2:63484603-63571626,miR-1252-5p
chr2:63484603-63571626,miR-1255a
chr2:63484603-63571626,miR-1255b-5p
chr2:63484603-63571626,miR-125a-5p
chr2:63484603-63571626,miR-125b-1-3p
chr2:63484603-63571626,miR-125b-5p
chr2:63484603-63571626,miR-126-3p.2
chr2:63484603-63571626,miR-1260a
chr2:63484603-63571626,miR-1260b
chr2:63484603-63571626,miR-1262
chr2:63484603-63571626,miR-1263
chr2:63484603-63571626,miR-1266-3p
chr2:63484603-63571626,miR-1268a
chr2:63484603-63571626,miR-1268b
chr2:63484603-63571626,miR-1271-3p
chr2:63484603-63571626,miR-1273d
chr2:63484603-63571626,miR-1273f
chr2:63484603-63571626,miR-1273g-3p
chr2:63484603-63571626,miR-1273h-3p
chr2:63484603-63571626,miR-1275
chr2:63484603-63571626,miR-128-1-5p
chr2:63484603-63571626,miR-128-2-5p
chr2:63484603-63571626,miR-1281
chr2:63484603-63571626,miR-1282
chr2:63484603-63571626,miR-1285-3p
chr2:63484603-63571626,miR-1286
chr2:63484603-63571626,miR-1287-3p
chr2:63484603-63571626,miR-1288-3p
chr2:63484603-63571626,miR-1288-5p
chr2:63484603-63571626,miR-1289
chr2:63484603-63571626,miR-129-1-3p
chr2:63484603-63571626,miR-129-2-3p
chr2:63484603-63571626,miR-1291
chr2:63484603-63571626,miR-1292-3p
chr2:63484603-63571626,miR-1294
chr2:63484603-63571626,miR-1295a
chr2:63484603-63571626,miR-1295b-3p
chr2:63484603-63571626,miR-1295b-5p
chr2:63484603-63571626,miR-1296-3p
chr2:63484603-63571626,miR-1296-5p
chr2:63484603-63571626,miR-1298-5p
chr2:63484603-63571626,miR-1299
chr2:63484603-63571626,miR-1301-3p
chr2:63484603-63571626,miR-1301-5p
chr2:63484603-63571626,miR-1302
chr2:63484603-63571626,miR-1304-5p
chr2:63484603-63571626,miR-1305
chr2:63484603-63571626,miR-1306-5p
chr2:63484603-63571626,miR-130b-5p
chr2:63484603-63571626,miR-132-3p
chr2:63484603-63571626,miR-1324
chr2:63484603-63571626,miR-133a-3p.1
chr2:63484603-63571626,miR-133a-5p
chr2:63484603-63571626,miR-134-3p
chr2:63484603-63571626,miR-134-3p
chr2:63484603-63571626,miR-1343-3p
chr2:63484603-63571626,miR-1343-5p
chr2:63484603-63571626,miR-135b-3p
chr2:63484603-63571626,miR-136-5p
chr2:63484603-63571626,miR-138-5p
chr2:63484603-63571626,miR-140-3p
chr2:63484603-63571626,miR-140-3p.1
chr2:63484603-63571626,miR-140-3p.2
chr2:63484603-63571626,miR-140-5p
chr2:63484603-63571626,miR-141-5p
chr2:63484603-63571626,miR-143-5p
chr2:63484603-63571626,miR-146a-3p
chr2:63484603-63571626,miR-146b-3p
chr2:63484603-63571626,miR-147a
chr2:63484603-63571626,miR-149-3p
chr2:63484603-63571626,miR-149-5p
chr2:63484603-63571626,miR-151a-3p
chr2:63484603-63571626,miR-152-5p
chr2:63484603-63571626,miR-153-5p
chr2:63484603-63571626,miR-1538
chr2:63484603-63571626,miR-1539
chr2:63484603-63571626,miR-155-3p
chr2:63484603-63571626,miR-1587
chr2:63484603-63571626,miR-15a-3p
chr2:63484603-63571626,miR-15a-5p
chr2:63484603-63571626,miR-15b-3p
chr2:63484603-63571626,miR-15b-5p
chr2:63484603-63571626,miR-16-5p
chr2:63484603-63571626,miR-17-3p
chr2:63484603-63571626,miR-1825
chr2:63484603-63571626,miR-1827
chr2:63484603-63571626,miR-183-5p.2
chr2:63484603-63571626,miR-184
chr2:63484603-63571626,miR-185-3p
chr2:63484603-63571626,miR-186-3p
chr2:63484603-63571626,miR-187-3p
chr2:63484603-63571626,miR-18a-3p
chr2:63484603-63571626,miR-18b-3p
chr2:63484603-63571626,miR-1908-5p
chr2:63484603-63571626,miR-1909-3p
chr2:63484603-63571626,miR-1909-5p
chr2:63484603-63571626,miR-1910-3p
chr2:63484603-63571626,miR-1911-3p
chr2:63484603-63571626,miR-1911-5p
chr2:63484603-63571626,miR-1912
chr2:63484603-63571626,miR-1914-5p
chr2:63484603-63571626,miR-1915-3p
chr2:63484603-63571626,miR-1915-5p
chr2:63484603-63571626,miR-192-3p
chr2:63484603-63571626,miR-193a-3p
chr2:63484603-63571626,miR-193b-3p
chr2:63484603-63571626,miR-193b-5p
chr2:63484603-63571626,miR-193b-5p
chr2:63484603-63571626,miR-194-3p
chr2:63484603-63571626,miR-195-5p
chr2:63484603-63571626,miR-196a-3p
chr2:63484603-63571626,miR-196a-5p
chr2:63484603-63571626,miR-196b-3p
chr2:63484603-63571626,miR-196b-5p
chr2:63484603-63571626,miR-197-3p
chr2:63484603-63571626,miR-197-5p
chr2:63484603-63571626,miR-1972
chr2:63484603-63571626,miR-1973
chr2:63484603-63571626,miR-1976
chr2:63484603-63571626,miR-198
chr2:63484603-63571626,miR-198
chr2:63484603-63571626,miR-199a-3p
chr2:63484603-63571626,miR-199a-5p
chr2:63484603-63571626,miR-199b-3p
chr2:63484603-63571626,miR-199b-5p
chr2:63484603-63571626,miR-19a-5p
chr2:63484603-63571626,miR-19b-1-5p
chr2:63484603-63571626,miR-19b-2-5p
chr2:63484603-63571626,miR-200b-3p
chr2:63484603-63571626,miR-200c-3p
chr2:63484603-63571626,miR-200c-5p
chr2:63484603-63571626,miR-21-3p
chr2:63484603-63571626,miR-210-5p
chr2:63484603-63571626,miR-211-3p
chr2:63484603-63571626,miR-2114-3p
chr2:63484603-63571626,miR-2114-5p
chr2:63484603-63571626,miR-212-3p
chr2:63484603-63571626,miR-212-5p
chr2:63484603-63571626,miR-214-5p
chr2:63484603-63571626,miR-216b-5p
chr2:63484603-63571626,miR-218-5p
chr2:63484603-63571626,miR-219a-1-3p
chr2:63484603-63571626,miR-22-5p
chr2:63484603-63571626,miR-222-5p
chr2:63484603-63571626,miR-223-5p
chr2:63484603-63571626,miR-224-3p
chr2:63484603-63571626,miR-2276-5p
chr2:63484603-63571626,miR-2355-3p
chr2:63484603-63571626,miR-2355-3p
chr2:63484603-63571626,miR-2355-5p
chr2:63484603-63571626,miR-24-1-5p
chr2:63484603-63571626,miR-24-2-5p
chr2:63484603-63571626,miR-2467-5p
chr2:63484603-63571626,miR-2681-3p
chr2:63484603-63571626,miR-2682-3p
chr2:63484603-63571626,miR-2682-5p
chr2:63484603-63571626,miR-2861
chr2:63484603-63571626,miR-296-3p
chr2:63484603-63571626,miR-296-5p
chr2:63484603-63571626,miR-298
chr2:63484603-63571626,miR-299-3p
chr2:63484603-63571626,miR-302a-5p
chr2:63484603-63571626,miR-302c-5p
chr2:63484603-63571626,miR-3064-3p
chr2:63484603-63571626,miR-3065-3p
chr2:63484603-63571626,miR-3065-5p
chr2:63484603-63571626,miR-3074-5p
chr2:63484603-63571626,miR-30a-3p
chr2:63484603-63571626,miR-30c-1-3p
chr2:63484603-63571626,miR-30c-2-3p
chr2:63484603-63571626,miR-30d-3p
chr2:63484603-63571626,miR-30e-3p
chr2:63484603-63571626,miR-31-3p
chr2:63484603-63571626,miR-31-5p
chr2:63484603-63571626,miR-3115
chr2:63484603-63571626,miR-3117-3p
chr2:63484603-63571626,miR-3121-3p
chr2:63484603-63571626,miR-3124-3p
chr2:63484603-63571626,miR-3125
chr2:63484603-63571626,miR-3126-3p
chr2:63484603-63571626,miR-3127-3p
chr2:63484603-63571626,miR-3127-5p
chr2:63484603-63571626,miR-3128
chr2:63484603-63571626,miR-3129-5p
chr2:63484603-63571626,miR-3130-3p
chr2:63484603-63571626,miR-3132
chr2:63484603-63571626,miR-3134
chr2:63484603-63571626,miR-3135a
chr2:63484603-63571626,miR-3135b
chr2:63484603-63571626,miR-3136-3p
chr2:63484603-63571626,miR-3142
chr2:63484603-63571626,miR-3143
chr2:63484603-63571626,miR-3145-5p
chr2:63484603-63571626,miR-3146
chr2:63484603-63571626,miR-3148
chr2:63484603-63571626,miR-3150a-3p
chr2:63484603-63571626,miR-3151-5p
chr2:63484603-63571626,miR-3152-5p
chr2:63484603-63571626,miR-3155a
chr2:63484603-63571626,miR-3155b
chr2:63484603-63571626,miR-3156-3p
chr2:63484603-63571626,miR-3157-3p
chr2:63484603-63571626,miR-3157-5p
chr2:63484603-63571626,miR-3157-5p
chr2:63484603-63571626,miR-3158-5p
chr2:63484603-63571626,miR-3162-3p
chr2:63484603-63571626,miR-3163
chr2:63484603-63571626,miR-3165
chr2:63484603-63571626,miR-3170
chr2:63484603-63571626,miR-3173-5p
chr2:63484603-63571626,miR-3174
chr2:63484603-63571626,miR-3175
chr2:63484603-63571626,miR-3177-5p
chr2:63484603-63571626,miR-3178
chr2:63484603-63571626,miR-3179
chr2:63484603-63571626,miR-3181
chr2:63484603-63571626,miR-3185
chr2:63484603-63571626,miR-3186-5p
chr2:63484603-63571626,miR-3187-3p
chr2:63484603-63571626,miR-3187-5p
chr2:63484603-63571626,miR-3188
chr2:63484603-63571626,miR-3189-3p
chr2:63484603-63571626,miR-3190-5p
chr2:63484603-63571626,miR-3192-5p
chr2:63484603-63571626,miR-3194-3p
chr2:63484603-63571626,miR-3194-5p
chr2:63484603-63571626,miR-3197
chr2:63484603-63571626,miR-3198
chr2:63484603-63571626,miR-3201
chr2:63484603-63571626,miR-320e
chr2:63484603-63571626,miR-323a-3p
chr2:63484603-63571626,miR-323b-5p
chr2:63484603-63571626,miR-324-5p
chr2:63484603-63571626,miR-326
chr2:63484603-63571626,miR-328-3p
chr2:63484603-63571626,miR-328-5p
chr2:63484603-63571626,miR-329-3p
chr2:63484603-63571626,miR-329-3p
chr2:63484603-63571626,miR-329-5p
chr2:63484603-63571626,miR-330-5p
chr2:63484603-63571626,miR-335-5p
chr2:63484603-63571626,miR-339-5p
chr2:63484603-63571626,miR-33b-3p
chr2:63484603-63571626,miR-340-3p
chr2:63484603-63571626,miR-342-5p
chr2:63484603-63571626,miR-34b-5p
chr2:63484603-63571626,miR-3529-5p
chr2:63484603-63571626,miR-3591-3p
chr2:63484603-63571626,miR-3607-5p
chr2:63484603-63571626,miR-361-3p
chr2:63484603-63571626,miR-3610
chr2:63484603-63571626,miR-3612
chr2:63484603-63571626,miR-3613-3p
chr2:63484603-63571626,miR-3613-5p
chr2:63484603-63571626,miR-3616-3p
chr2:63484603-63571626,miR-3616-5p
chr2:63484603-63571626,miR-3617-3p
chr2:63484603-63571626,miR-3617-5p
chr2:63484603-63571626,miR-3617-5p
chr2:63484603-63571626,miR-362-3p
chr2:63484603-63571626,miR-362-3p
chr2:63484603-63571626,miR-362-5p
chr2:63484603-63571626,miR-3620-3p
chr2:63484603-63571626,miR-3620-5p
chr2:63484603-63571626,miR-3621
chr2:63484603-63571626,miR-3622b-5p
chr2:63484603-63571626,miR-3648
chr2:63484603-63571626,miR-3649
chr2:63484603-63571626,miR-3650
chr2:63484603-63571626,miR-3651
chr2:63484603-63571626,miR-3653-5p
chr2:63484603-63571626,miR-3654
chr2:63484603-63571626,miR-3655
chr2:63484603-63571626,miR-3656
chr2:63484603-63571626,miR-3657
chr2:63484603-63571626,miR-365a-3p
chr2:63484603-63571626,miR-365b-3p
chr2:63484603-63571626,miR-3660
chr2:63484603-63571626,miR-3661
chr2:63484603-63571626,miR-3663-3p
chr2:63484603-63571626,miR-3665
chr2:63484603-63571626,miR-3670
chr2:63484603-63571626,miR-3675-3p
chr2:63484603-63571626,miR-3675-5p
chr2:63484603-63571626,miR-3678-3p
chr2:63484603-63571626,miR-3679-3p
chr2:63484603-63571626,miR-3680-3p
chr2:63484603-63571626,miR-3680-5p
chr2:63484603-63571626,miR-3684
chr2:63484603-63571626,miR-3686
chr2:63484603-63571626,miR-3686
chr2:63484603-63571626,miR-3688-3p
chr2:63484603-63571626,miR-3688-5p
chr2:63484603-63571626,miR-369-3p
chr2:63484603-63571626,miR-3690
chr2:63484603-63571626,miR-3691-3p
chr2:63484603-63571626,miR-3692-5p
chr2:63484603-63571626,miR-370-3p
chr2:63484603-63571626,miR-370-5p
chr2:63484603-63571626,miR-3713
chr2:63484603-63571626,miR-3714
chr2:63484603-63571626,miR-371a-3p
chr2:63484603-63571626,miR-371b-3p
chr2:63484603-63571626,miR-374a-3p
chr2:63484603-63571626,miR-374b-3p
chr2:63484603-63571626,miR-375
chr2:63484603-63571626,miR-378g
chr2:63484603-63571626,miR-378j
chr2:63484603-63571626,miR-379-5p
chr2:63484603-63571626,miR-381-5p
chr2:63484603-63571626,miR-383-3p
chr2:63484603-63571626,miR-383-5p.1
chr2:63484603-63571626,miR-383-5p.2
chr2:63484603-63571626,miR-3907
chr2:63484603-63571626,miR-3908
chr2:63484603-63571626,miR-3910
chr2:63484603-63571626,miR-3912-5p
chr2:63484603-63571626,miR-3912-5p
chr2:63484603-63571626,miR-3914
chr2:63484603-63571626,miR-3916
chr2:63484603-63571626,miR-3917
chr2:63484603-63571626,miR-3918
chr2:63484603-63571626,miR-3919
chr2:63484603-63571626,miR-3919
chr2:63484603-63571626,miR-3921
chr2:63484603-63571626,miR-3922-5p
chr2:63484603-63571626,miR-3925-3p
chr2:63484603-63571626,miR-3927-3p
chr2:63484603-63571626,miR-3927-5p
chr2:63484603-63571626,miR-3928-3p
chr2:63484603-63571626,miR-3934-3p
chr2:63484603-63571626,miR-3937
chr2:63484603-63571626,miR-3938
chr2:63484603-63571626,miR-3940-5p
chr2:63484603-63571626,miR-3940-5p
chr2:63484603-63571626,miR-3943
chr2:63484603-63571626,miR-3945
chr2:63484603-63571626,miR-3972
chr2:63484603-63571626,miR-3974
chr2:63484603-63571626,miR-409-5p
chr2:63484603-63571626,miR-410-5p
chr2:63484603-63571626,miR-421
chr2:63484603-63571626,miR-424-5p
chr2:63484603-63571626,miR-425-5p
chr2:63484603-63571626,miR-4252
chr2:63484603-63571626,miR-4254
chr2:63484603-63571626,miR-4256
chr2:63484603-63571626,miR-4258
chr2:63484603-63571626,miR-4261
chr2:63484603-63571626,miR-4263
chr2:63484603-63571626,miR-4265
chr2:63484603-63571626,miR-4265
chr2:63484603-63571626,miR-4267
chr2:63484603-63571626,miR-4268
chr2:63484603-63571626,miR-4269
chr2:63484603-63571626,miR-4274
chr2:63484603-63571626,miR-4278
chr2:63484603-63571626,miR-4279
chr2:63484603-63571626,miR-4281
chr2:63484603-63571626,miR-4286
chr2:63484603-63571626,miR-429
chr2:63484603-63571626,miR-4290
chr2:63484603-63571626,miR-4292
chr2:63484603-63571626,miR-4293
chr2:63484603-63571626,miR-4294
chr2:63484603-63571626,miR-4296
chr2:63484603-63571626,miR-4296
chr2:63484603-63571626,miR-4297
chr2:63484603-63571626,miR-4298
chr2:63484603-63571626,miR-4300
chr2:63484603-63571626,miR-4301
chr2:63484603-63571626,miR-4302
chr2:63484603-63571626,miR-4308
chr2:63484603-63571626,miR-4309
chr2:63484603-63571626,miR-4313
chr2:63484603-63571626,miR-4314
chr2:63484603-63571626,miR-4317
chr2:63484603-63571626,miR-4318
chr2:63484603-63571626,miR-4319
chr2:63484603-63571626,miR-432-3p
chr2:63484603-63571626,miR-432-5p
chr2:63484603-63571626,miR-4321
chr2:63484603-63571626,miR-4322
chr2:63484603-63571626,miR-4322
chr2:63484603-63571626,miR-4323
chr2:63484603-63571626,miR-4324
chr2:63484603-63571626,miR-4325
chr2:63484603-63571626,miR-4326
chr2:63484603-63571626,miR-4327
chr2:63484603-63571626,miR-4329
chr2:63484603-63571626,miR-433-5p
chr2:63484603-63571626,miR-4330
chr2:63484603-63571626,miR-4330
chr2:63484603-63571626,miR-4417
chr2:63484603-63571626,miR-4418
chr2:63484603-63571626,miR-4421
chr2:63484603-63571626,miR-4423-3p
chr2:63484603-63571626,miR-4431
chr2:63484603-63571626,miR-4433a-5p
chr2:63484603-63571626,miR-4433b-3p
chr2:63484603-63571626,miR-4433b-5p
chr2:63484603-63571626,miR-4436a
chr2:63484603-63571626,miR-4436b-3p
chr2:63484603-63571626,miR-4438
chr2:63484603-63571626,miR-4447
chr2:63484603-63571626,miR-4449
chr2:63484603-63571626,miR-4451
chr2:63484603-63571626,miR-4453
chr2:63484603-63571626,miR-4456
chr2:63484603-63571626,miR-4460
chr2:63484603-63571626,miR-4461
chr2:63484603-63571626,miR-4463
chr2:63484603-63571626,miR-4468
chr2:63484603-63571626,miR-4469
chr2:63484603-63571626,miR-4472
chr2:63484603-63571626,miR-4473
chr2:63484603-63571626,miR-4474-3p
chr2:63484603-63571626,miR-4477b
chr2:63484603-63571626,miR-4480
chr2:63484603-63571626,miR-4485-5p
chr2:63484603-63571626,miR-4486
chr2:63484603-63571626,miR-4487
chr2:63484603-63571626,miR-4488
chr2:63484603-63571626,miR-4489
chr2:63484603-63571626,miR-4490
chr2:63484603-63571626,miR-4492
chr2:63484603-63571626,miR-4493
chr2:63484603-63571626,miR-4496
chr2:63484603-63571626,miR-4498
chr2:63484603-63571626,miR-4499
chr2:63484603-63571626,miR-449b-3p
chr2:63484603-63571626,miR-449c-3p
chr2:63484603-63571626,miR-449c-5p
chr2:63484603-63571626,miR-4503
chr2:63484603-63571626,miR-4505
chr2:63484603-63571626,miR-4507
chr2:63484603-63571626,miR-4507
chr2:63484603-63571626,miR-4509
chr2:63484603-63571626,miR-450b-3p
chr2:63484603-63571626,miR-450b-5p
chr2:63484603-63571626,miR-4511
chr2:63484603-63571626,miR-4512
chr2:63484603-63571626,miR-4513
chr2:63484603-63571626,miR-4515
chr2:63484603-63571626,miR-4519
chr2:63484603-63571626,miR-451a
chr2:63484603-63571626,miR-452-5p
chr2:63484603-63571626,miR-4520-2-3p
chr2:63484603-63571626,miR-4522
chr2:63484603-63571626,miR-4524a-3p
chr2:63484603-63571626,miR-4524a-5p
chr2:63484603-63571626,miR-4524b-3p
chr2:63484603-63571626,miR-4524b-3p
chr2:63484603-63571626,miR-4524b-5p
chr2:63484603-63571626,miR-4525
chr2:63484603-63571626,miR-4526
chr2:63484603-63571626,miR-4527
chr2:63484603-63571626,miR-4529-5p
chr2:63484603-63571626,miR-4533
chr2:63484603-63571626,miR-4535
chr2:63484603-63571626,miR-4536-3p
chr2:63484603-63571626,miR-4536-5p
chr2:63484603-63571626,miR-4538
chr2:63484603-63571626,miR-455-3p.1
chr2:63484603-63571626,miR-455-3p.2
chr2:63484603-63571626,miR-455-5p
chr2:63484603-63571626,miR-4632-3p
chr2:63484603-63571626,miR-4632-5p
chr2:63484603-63571626,miR-4633-5p
chr2:63484603-63571626,miR-4634
chr2:63484603-63571626,miR-4636
chr2:63484603-63571626,miR-4636
chr2:63484603-63571626,miR-4638-3p
chr2:63484603-63571626,miR-4638-5p
chr2:63484603-63571626,miR-4639-3p
chr2:63484603-63571626,miR-4640-3p
chr2:63484603-63571626,miR-4641
chr2:63484603-63571626,miR-4645-3p
chr2:63484603-63571626,miR-4646-3p
chr2:63484603-63571626,miR-4646-3p
chr2:63484603-63571626,miR-4649-5p
chr2:63484603-63571626,miR-4650-3p
chr2:63484603-63571626,miR-4650-5p
chr2:63484603-63571626,miR-4651
chr2:63484603-63571626,miR-4652-3p
chr2:63484603-63571626,miR-4653-3p
chr2:63484603-63571626,miR-4653-5p
chr2:63484603-63571626,miR-4654
chr2:63484603-63571626,miR-4659a-5p
chr2:63484603-63571626,miR-4659b-5p
chr2:63484603-63571626,miR-466
chr2:63484603-63571626,miR-4661-5p
chr2:63484603-63571626,miR-4662a-5p
chr2:63484603-63571626,miR-4663
chr2:63484603-63571626,miR-4663
chr2:63484603-63571626,miR-4664-5p
chr2:63484603-63571626,miR-4665-5p
chr2:63484603-63571626,miR-4666b
chr2:63484603-63571626,miR-4667-3p
chr2:63484603-63571626,miR-4667-5p
chr2:63484603-63571626,miR-4670-5p
chr2:63484603-63571626,miR-4671-3p
chr2:63484603-63571626,miR-4674
chr2:63484603-63571626,miR-4675
chr2:63484603-63571626,miR-4676-5p
chr2:63484603-63571626,miR-4677-5p
chr2:63484603-63571626,miR-4678
chr2:63484603-63571626,miR-4681
chr2:63484603-63571626,miR-4682
